system,query_id,mrr@5,recall@5,precision@5,hit@5,ndcg_bin@5,ndcg_graded@5,ce_recall@5,mrr@10,recall@10,precision@10,hit@10,ndcg_bin@10,ndcg_graded@10,ce_recall@10
BM25,v2q-015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM25,v2q-016,1.0,0.8,0.8,1.0,0.830419897363192,0.7550734984902548,0.6666666666666666,1.0,0.8,0.4,1.0,0.830419897363192,0.7550734984902548,0.6666666666666666
BM25,v2q-017,1.0,0.6,0.6,1.0,0.6843515475204855,0.7434693717588585,1.0,1.0,0.6,0.3,1.0,0.6843515475204855,0.7434693717588585,1.0
BM25,v2q-018,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
BM25,v2q-019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
BM25,v2q-020,1.0,0.5555555555555556,1.0,1.0,1.0,0.9714089025373848,1.0,1.0,0.8888888888888888,0.8,1.0,0.9216514835285049,0.9211164623018355,1.0
BM25,v2q-021,1.0,0.5,0.6,1.0,0.639945385422766,0.7311340247721385,1.0,1.0,0.8333333333333334,0.5,1.0,0.7538983605770592,0.8110692588370789,1.0
BM25,v2q-022,1.0,0.6666666666666666,0.4,1.0,0.7039180890341347,0.7984848580994974,1.0,1.0,0.6666666666666666,0.2,1.0,0.7039180890341347,0.7984848580994974,1.0
BM25,v2q-023,1.0,1.0,0.8,1.0,0.9828920819566879,0.9828920819566879,1.0,1.0,1.0,0.4,1.0,0.9828920819566879,0.9828920819566879,1.0
BM25,v2q-024,1.0,0.6,0.6,1.0,0.6992148198508501,0.7753926834409677,1.0,1.0,0.6,0.3,1.0,0.6992148198508501,0.7753926834409677,1.0
BM25,v2q-025,1.0,0.6666666666666666,0.8,1.0,0.830419897363192,0.8887223390544889,1.0,1.0,1.0,0.6,1.0,0.9328695131158116,0.9428954171224019,1.0
BM25,v2q-026,1.0,0.2727272727272727,0.6,1.0,0.6843515475204855,0.6843515475204855,0.6,1.0,0.5454545454545454,0.6,1.0,0.652370608445272,0.7526815831892948,1.0
BM25,v2q-027,1.0,0.4,0.4,1.0,0.5531464700081437,0.5919819915518812,0.5,1.0,0.8,0.4,1.0,0.7622369974983191,0.7611196834697737,0.75
BM25,v2q-028,1.0,0.4166666666666667,1.0,1.0,1.0,0.8757862866154155,0.6666666666666666,1.0,0.75,0.9,1.0,0.9266360779006401,0.8555300527631847,0.6666666666666666
BM25,v2q-029,1.0,0.8,0.8,1.0,0.8539316501572937,0.9059532679864118,1.0,1.0,1.0,0.5,1.0,0.9609247825245575,0.9748412540413927,1.0
BM25,v2q-030,1.0,0.6,0.6,1.0,0.6164336326286644,0.659712443790349,0.75,1.0,0.8,0.4,1.0,0.7372449353281585,0.7243590784990283,0.75
BM25,v2q-031,1.0,0.8,0.8,1.0,0.8687949224876582,0.9297916128016405,1.0,1.0,0.8,0.4,1.0,0.8687949224876582,0.9297916128016405,1.0
BM25,v2q-032,0.5,0.4,0.8,1.0,0.6608397947263839,0.5462848796403235,0.5,0.5,0.7,0.7,1.0,0.6442227883107535,0.6115097351114765,0.75
BM25,v2q-033,1.0,0.4,0.8,1.0,0.8539316501572937,0.7691415988388896,0.6,1.0,0.7,0.7,1.0,0.762416491594312,0.7718743833295889,0.8
BM25,v2q-034,1.0,0.36363636363636365,0.8,1.0,0.8539316501572937,0.8539316501572937,0.5714285714285714,1.0,0.6363636363636364,0.7,1.0,0.7605591431973849,0.8094088652851236,0.8571428571428571
FAISS_windowed_max,v2q-001,1.0,0.42857142857142855,0.6,1.0,0.6992148198508501,0.8063381748228982,1.0,1.0,0.7142857142857143,0.5,1.0,0.7473457295131811,0.8255516298730751,1.0
FAISS_windowed_max,v2q-002,1.0,0.3333333333333333,0.4,1.0,0.5531464700081437,0.6663180938082345,1.0,1.0,0.5,0.3,1.0,0.601312434202259,0.693929965378416,1.0
FAISS_windowed_max,v2q-003,0.2,0.3333333333333333,0.2,1.0,0.18154179253735267,0.20567105523212453,0.5,0.2,0.6666666666666666,0.2,1.0,0.34870224750355494,0.3950493062974106,1.0
FAISS_windowed_max,v2q-004,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.8670870086853021,1.0,1.0,0.6666666666666666,0.2,1.0,0.7653606369886217,0.8670870086853021,1.0
FAISS_windowed_max,v2q-005,1.0,0.25,0.2,1.0,0.3903800499921017,0.4770382338730848,0.5,1.0,0.5,0.2,1.0,0.5135312443624667,0.552282637708512,0.5
FAISS_windowed_max,v2q-006,1.0,0.8,0.8,1.0,0.830419897363192,0.8908151253526532,1.0,1.0,0.8,0.4,1.0,0.830419897363192,0.8908151253526532,1.0
FAISS_windowed_max,v2q-007,1.0,1.0,0.4,1.0,0.9197207891481876,0.9502344167898356,1.0,1.0,1.0,0.2,1.0,0.9197207891481876,0.9502344167898356,1.0
FAISS_windowed_max,v2q-008,1.0,1.0,0.4,1.0,0.8772153153380493,0.9238850086262381,1.0,1.0,1.0,0.2,1.0,0.8772153153380493,0.9238850086262381,1.0
FAISS_windowed_max,v2q-009,1.0,1.0,0.8,1.0,1.0,0.9687707507974168,1.0,1.0,1.0,0.4,1.0,1.0,0.9687707507974168,1.0
FAISS_windowed_max,v2q-010,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
FAISS_windowed_max,v2q-011,0.5,0.6666666666666666,0.4,1.0,0.4776237035032179,0.4776237035032179,0.6666666666666666,0.5,0.6666666666666666,0.2,1.0,0.4776237035032179,0.4776237035032179,0.6666666666666666
FAISS_windowed_max,v2q-012,1.0,0.3333333333333333,0.2,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333,1.0,0.3333333333333333,0.1,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333
FAISS_windowed_max,v2q-013,0.25,0.2857142857142857,0.4,1.0,0.27727342735504823,0.2967403475026077,0.5,0.25,0.8571428571428571,0.6,1.0,0.5837176934397639,0.5856234529523305,1.0
FAISS_windowed_max,v2q-014,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.8403030283801005,1.0,1.0,0.6666666666666666,0.2,1.0,0.7653606369886217,0.8403030283801005,1.0
FAISS_windowed_max,v2q-015,0.5,0.6666666666666666,0.4,1.0,0.5307212739772434,0.4683480347412084,0.5,0.5,1.0,0.3,1.0,0.6787622294601761,0.6360655564544636,1.0
FAISS_windowed_max,v2q-016,0.25,0.2,0.2,1.0,0.14606834984270645,0.08478905019642409,0.0,0.25,0.6,0.3,1.0,0.3462050307969752,0.2578727951855244,0.3333333333333333
FAISS_windowed_max,v2q-017,0.25,0.4,0.4,1.0,0.27727342735504823,0.3570473650866868,1.0,0.25,0.6,0.3,1.0,0.3793708224779599,0.42278320977001294,1.0
FAISS_windowed_max,v2q-018,0.2,0.5,0.2,1.0,0.23719771276929622,0.23719771276929622,0.5,0.2,1.0,0.2,1.0,0.4415801103577823,0.4415801103577823,1.0
FAISS_windowed_max,v2q-019,1.0,0.8,0.8,1.0,0.8539316501572937,0.8909254103672668,1.0,1.0,1.0,0.5,1.0,0.9669850519151657,0.9753465284027846,1.0
FAISS_windowed_max,v2q-020,0.5,0.3333333333333333,0.6,1.0,0.5147714448836774,0.5536907199267804,1.0,0.5,0.5555555555555556,0.5,1.0,0.49544719753574196,0.5310848976513475,1.0
FAISS_windowed_max,v2q-021,1.0,0.6666666666666666,0.8,1.0,0.8539316501572937,0.797453441855842,1.0,1.0,0.8333333333333334,0.5,1.0,0.8573475126545858,0.8047492987655787,1.0
FAISS_windowed_max,v2q-022,1.0,0.6666666666666666,0.4,1.0,0.6508205185601091,0.762346330035624,1.0,1.0,0.6666666666666666,0.2,1.0,0.6508205185601091,0.762346330035624,1.0
FAISS_windowed_max,v2q-023,1.0,0.75,0.6,1.0,0.8318724637288826,0.8318724637288826,0.75,1.0,1.0,0.4,1.0,0.9709286432396583,0.9709286432396583,1.0
FAISS_windowed_max,v2q-024,1.0,0.2,0.2,1.0,0.3391602052736161,0.5065267082131061,1.0,1.0,0.2,0.1,1.0,0.3391602052736161,0.5065267082131061,1.0
FAISS_windowed_max,v2q-025,1.0,0.5,0.6,1.0,0.639945385422766,0.684874918828331,0.75,1.0,0.6666666666666666,0.4,1.0,0.6718336845524548,0.7569324800537425,1.0
FAISS_windowed_max,v2q-026,1.0,0.2727272727272727,0.6,1.0,0.7227265726449519,0.7227265726449519,0.6,1.0,0.36363636363636365,0.4,1.0,0.5352543167750639,0.609033403883744,0.6
FAISS_windowed_max,v2q-027,1.0,0.2,0.2,1.0,0.3391602052736161,0.36297209628774124,0.25,1.0,0.2,0.1,1.0,0.3391602052736161,0.36297209628774124,0.25
FAISS_windowed_max,v2q-028,1.0,0.4166666666666667,1.0,1.0,1.0,0.7773492477204695,0.3333333333333333,1.0,0.5833333333333334,0.7,1.0,0.7859162856301584,0.7281339497462482,0.6666666666666666
FAISS_windowed_max,v2q-029,0.5,0.8,0.8,1.0,0.6608397947263839,0.6191463544777535,1.0,0.5,1.0,0.5,1.0,0.7738931964842559,0.691936270909318,1.0
FAISS_windowed_max,v2q-030,1.0,0.8,0.8,1.0,0.8539316501572937,0.8231417900205357,0.75,1.0,1.0,0.5,1.0,0.9747429528567879,0.9524350594378942,1.0
FAISS_windowed_max,v2q-031,1.0,0.2,0.2,1.0,0.3391602052736161,0.36297209628774124,0.25,1.0,0.4,0.2,1.0,0.4412576003965278,0.4722375848593862,0.5
FAISS_windowed_max,v2q-032,1.0,0.5,1.0,1.0,1.0,0.9218382134470557,0.75,1.0,1.0,1.0,1.0,1.0,0.9862996544290682,1.0
FAISS_windowed_max,v2q-033,1.0,0.5,1.0,1.0,1.0,0.7456298460447879,0.6,1.0,0.7,0.7,1.0,0.793584067764911,0.6746053082437771,0.6
FAISS_windowed_max,v2q-034,1.0,0.2727272727272727,0.6,1.0,0.6548086577531307,0.32740432887656534,0.0,1.0,0.36363636363636365,0.4,1.0,0.49435723575344825,0.3130951348903006,0.14285714285714285
Graph_v3_2,v2q-001,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.6,1.0,0.9083745556952364,0.9367360409530254,1.0
Graph_v3_2,v2q-002,0.5,0.6666666666666666,0.8,1.0,0.6608397947263839,0.6532646773820221,1.0,0.5,1.0,0.6,1.0,0.7982650576674577,0.75939205516242,1.0
Graph_v3_2,v2q-003,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-004,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.8670870086853021,1.0,1.0,0.6666666666666666,0.2,1.0,0.7653606369886217,0.8670870086853021,1.0
Graph_v3_2,v2q-005,1.0,0.5,0.4,1.0,0.6366824387328317,0.6275270415439392,0.5,1.0,1.0,0.4,1.0,0.8899603164338973,0.861784190003728,1.0
Graph_v3_2,v2q-006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-007,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-008,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-009,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-010,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-011,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-012,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-020,1.0,0.3333333333333333,0.6,1.0,0.7227265726449519,0.8214763174566566,1.0,1.0,0.3333333333333333,0.3,1.0,0.5008655546918772,0.639182383043437,1.0
Graph_v3_2,v2q-021,0.5,0.6666666666666666,0.8,1.0,0.6608397947263839,0.6532646773820221,1.0,0.5,1.0,0.6,1.0,0.7982650576674577,0.75939205516242,1.0
Graph_v3_2,v2q-022,1.0,0.3333333333333333,0.2,1.0,0.46927872602275644,0.6387878864795979,1.0,1.0,0.6666666666666666,0.2,1.0,0.6105456988825855,0.7349350438281765,1.0
Graph_v3_2,v2q-023,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
Graph_v3_2,v2q-024,1.0,0.8,0.8,1.0,0.8687949224876582,0.9020243604942442,1.0,1.0,0.8,0.4,1.0,0.8687949224876582,0.9020243604942442,1.0
Graph_v3_2,v2q-025,1.0,0.5,0.6,1.0,0.7227265726449519,0.6827250156238165,0.5,1.0,0.6666666666666666,0.4,1.0,0.735916889650613,0.7438998803693911,0.75
Graph_v3_2,v2q-026,1.0,0.36363636363636365,0.8,1.0,0.8687949224876582,0.6887676151990412,0.4,1.0,0.5454545454545454,0.6,1.0,0.7065836017263629,0.6732148197534754,0.6
Graph_v3_2,v2q-027,1.0,0.6,0.6,1.0,0.7227265726449519,0.6827250156238165,0.5,1.0,0.8,0.4,1.0,0.843537875344446,0.812018285041175,0.75
Graph_v3_2,v2q-028,1.0,0.4166666666666667,1.0,1.0,1.0,0.9015629611050541,0.6666666666666666,1.0,0.5833333333333334,0.7,1.0,0.793584067764911,0.784573318393216,0.6666666666666666
Graph_v3_2,v2q-029,1.0,0.8,0.8,1.0,0.8687949224876582,0.6971533001755515,0.5,1.0,0.8,0.4,1.0,0.8687949224876582,0.6971533001755515,0.5
Graph_v3_2,v2q-030,1.0,0.8,0.8,1.0,0.8687949224876582,0.7483055646577699,0.75,1.0,1.0,0.5,1.0,0.9708923176105698,0.8575710532294147,1.0
Graph_v3_2,v2q-031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graph_v3_2,v2q-034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid_RRF,v2q-001,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.6,1.0,0.9083745556952364,0.9367360409530254,1.0
Hybrid_RRF,v2q-002,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-003,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-004,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.8670870086853021,1.0,1.0,0.6666666666666666,0.2,1.0,0.7653606369886217,0.8670870086853021,1.0
Hybrid_RRF,v2q-005,1.0,1.0,0.8,1.0,0.9047172294870751,0.8940187669412318,1.0,1.0,1.0,0.4,1.0,0.9047172294870751,0.8940187669412318,1.0
Hybrid_RRF,v2q-006,1.0,0.8,0.8,1.0,0.8687949224876582,0.9155230494702449,1.0,1.0,1.0,0.5,1.0,0.9668342083190152,0.978646063123196,1.0
Hybrid_RRF,v2q-007,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-008,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-009,1.0,1.0,0.8,1.0,1.0,0.9687707507974168,1.0,1.0,1.0,0.4,1.0,1.0,0.9687707507974168,1.0
Hybrid_RRF,v2q-010,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-011,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-012,1.0,0.6666666666666666,0.4,1.0,0.7039180890341347,0.7039180890341347,0.6666666666666666,1.0,1.0,0.3,1.0,0.8710785440003369,0.8710785440003369,1.0
Hybrid_RRF,v2q-013,1.0,0.42857142857142855,0.6,1.0,0.7227265726449519,0.6827250156238165,0.5,1.0,0.5714285714285714,0.4,1.0,0.6651992357924431,0.7000427437009494,0.75
Hybrid_RRF,v2q-014,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.8403030283801005,1.0,1.0,1.0,0.3,1.0,0.9325210919548239,0.9540734464808887,1.0
Hybrid_RRF,v2q-015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid_RRF,v2q-016,1.0,0.8,0.8,1.0,0.830419897363192,0.7550734984902548,0.6666666666666666,1.0,0.8,0.4,1.0,0.830419897363192,0.7550734984902548,0.6666666666666666
Hybrid_RRF,v2q-017,1.0,0.6,0.6,1.0,0.6843515475204855,0.7434693717588585,1.0,1.0,0.6,0.3,1.0,0.6843515475204855,0.7434693717588585,1.0
Hybrid_RRF,v2q-018,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-020,1.0,0.4444444444444444,0.8,1.0,0.8539316501572937,0.9059532679864118,1.0,1.0,0.8888888888888888,0.8,1.0,0.8987713917876998,0.9268231925760118,1.0
Hybrid_RRF,v2q-021,1.0,0.6666666666666666,0.8,1.0,0.7860137352654724,0.8402086144048716,1.0,1.0,1.0,0.6,1.0,0.9099466049873365,0.9308665529255559,1.0
Hybrid_RRF,v2q-022,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.8403030283801005,1.0,1.0,0.6666666666666666,0.2,1.0,0.7653606369886217,0.8403030283801005,1.0
Hybrid_RRF,v2q-023,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
Hybrid_RRF,v2q-024,1.0,0.8,0.8,1.0,0.8687949224876582,0.9020243604942442,1.0,1.0,0.8,0.4,1.0,0.8687949224876582,0.9020243604942442,1.0
Hybrid_RRF,v2q-025,1.0,0.6666666666666666,0.8,1.0,0.8687949224876582,0.8516298262486962,0.75,1.0,0.8333333333333334,0.5,1.0,0.8706086854269929,0.9074698988224681,1.0
Hybrid_RRF,v2q-026,1.0,0.36363636363636365,0.8,1.0,0.8687949224876582,0.8687949224876582,0.8,1.0,0.6363636363636364,0.7,1.0,0.7849818707050383,0.8655111095721012,1.0
Hybrid_RRF,v2q-027,1.0,0.6,0.6,1.0,0.639945385422766,0.684874918828331,0.75,1.0,0.8,0.4,1.0,0.7607566881222602,0.7495215535370101,0.75
Hybrid_RRF,v2q-028,1.0,0.4166666666666667,1.0,1.0,1.0,0.8535105373852008,0.6666666666666666,1.0,0.75,0.9,1.0,0.9305687780632227,0.8911963927401193,1.0
Hybrid_RRF,v2q-029,1.0,0.8,0.8,1.0,0.8687949224876582,0.777747077360283,0.5,1.0,1.0,0.5,1.0,0.9896062251871525,0.9333168256517765,1.0
Hybrid_RRF,v2q-030,1.0,1.0,1.0,1.0,1.0,0.8887223390544889,1.0,1.0,1.0,0.5,1.0,1.0,0.8887223390544889,1.0
Hybrid_RRF,v2q-031,1.0,0.8,0.8,1.0,0.8687949224876582,0.9297916128016405,1.0,1.0,0.8,0.4,1.0,0.8687949224876582,0.9297916128016405,1.0
Hybrid_RRF,v2q-032,0.5,0.4,0.8,1.0,0.6608397947263839,0.5462848796403235,0.5,0.5,0.7,0.7,1.0,0.6442227883107535,0.6115097351114765,0.75
Hybrid_RRF,v2q-033,1.0,0.4,0.8,1.0,0.8539316501572937,0.7691415988388896,0.6,1.0,0.7,0.7,1.0,0.762416491594312,0.7718743833295889,0.8
Hybrid_RRF,v2q-034,1.0,0.36363636363636365,0.8,1.0,0.8539316501572937,0.8539316501572937,0.5714285714285714,1.0,0.6363636363636364,0.7,1.0,0.7605591431973849,0.8094088652851236,0.8571428571428571
Prompt_RAG_Claude,v2q-001,1.0,0.2857142857142857,0.4,1.0,0.5531464700081437,0.71229144280931,1.0,1.0,0.2857142857142857,0.2,1.0,0.4483039899025303,0.6190744388306226,1.0
Prompt_RAG_Claude,v2q-002,1.0,0.5,0.6,1.0,0.7227265726449519,0.792949770861511,1.0,1.0,0.5,0.3,1.0,0.644824486427155,0.7273339048874958,1.0
Prompt_RAG_Claude,v2q-003,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.8670870086853021,1.0,1.0,0.6666666666666666,0.2,1.0,0.7653606369886217,0.8670870086853021,1.0
Prompt_RAG_Claude,v2q-004,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-005,1.0,0.75,0.6,1.0,0.8318724637288826,0.8972754076830647,1.0,1.0,1.0,0.4,1.0,0.9493885684853097,0.9690768164202486,1.0
Prompt_RAG_Claude,v2q-006,1.0,0.8,0.8,1.0,0.8687949224876582,0.9155230494702449,1.0,1.0,0.8,0.4,1.0,0.8687949224876582,0.9155230494702449,1.0
Prompt_RAG_Claude,v2q-007,1.0,0.5,0.2,1.0,0.6131471927654584,0.7601875334318685,1.0,1.0,0.5,0.1,1.0,0.6131471927654584,0.7601875334318685,1.0
Prompt_RAG_Claude,v2q-008,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-009,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-010,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-011,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-012,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.7653606369886217,0.6666666666666666,1.0,0.6666666666666666,0.2,1.0,0.7653606369886217,0.7653606369886217,0.6666666666666666
Prompt_RAG_Claude,v2q-013,1.0,0.7142857142857143,1.0,1.0,1.0,0.9920466006454153,1.0,1.0,0.7142857142857143,0.5,1.0,0.8104616303452685,0.8817079219097814,1.0
Prompt_RAG_Claude,v2q-014,1.0,0.6666666666666666,0.4,1.0,0.7653606369886217,0.7224242270408039,1.0,1.0,1.0,0.3,1.0,0.9010126104210695,0.8147497817704018,1.0
Prompt_RAG_Claude,v2q-015,1.0,0.3333333333333333,0.2,1.0,0.46927872602275644,0.5316519652587917,0.5,1.0,0.3333333333333333,0.1,1.0,0.46927872602275644,0.5316519652587917,0.5
Prompt_RAG_Claude,v2q-016,1.0,1.0,1.0,1.0,1.0,0.9777242507697853,1.0,1.0,1.0,0.5,1.0,1.0,0.9777242507697853,1.0
Prompt_RAG_Claude,v2q-017,1.0,1.0,1.0,1.0,1.0,0.9562707599036264,1.0,1.0,1.0,0.5,1.0,1.0,0.9562707599036264,1.0
Prompt_RAG_Claude,v2q-018,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-019,1.0,1.0,1.0,1.0,1.0,0.9065280314885752,1.0,1.0,1.0,0.5,1.0,1.0,0.9065280314885752,1.0
