display_id,query_id,question,reference_answer,chunk_id,source_document_title,candidate_chunk,owner_grade_2_1_0_U,owner_rationale
v2q-007-candidate-16,v2q-007,"What is the full form of PMJJBY, and which event does its life insurance cover?",PMJJBY stands for Pradhan Mantri Jeevan Jyoti Bima Yojana and provides life-insurance cover for death due to any reason.,pilot-v2-doc-pm-kmy-guidelines-0003-30d7d7a0db81,Pradhan Mantri Kisan Maan Dhan Yojana Operational Guidelines,"Pradhan Mantri Kisan Samman Nidhi (PM-Kisan) Scheme.


                                           2

(s)  “SUBSCRIBER” means a Small and Marginal Farmer who has joined this
      Scheme, and his / her spouse in case of his / her death;

4.     Eligibility

All Small and Marginal Farmers (SMFs) in all States and Union Territories of the country,
who are of the age of 18 years and above and upto the age of 40 years, and who do not
fall within the purview of the exclusion criteria as mentioned in the guidelines, are eligible
to avail the benefits of this Scheme by joining it.

5.    Exclusions

5.1   The following categories  of farmers have been brought under the exclusion
criteria:

  (i)   SMFs covered under any other statuary social security schemes such as National
       Pension Scheme  (NPS),  Employees’  State  Insurance  Corporation  scheme,
       Employees’ Fund Organization Scheme etc.
  (ii)   Farmers who have opted for Pradhan Mantri Shram Yogi Maan Dhan Yojana (PM-
      SYM) administered by the Ministry of Labour & Employment
  (iii)   Farmers who have opted for Pradhan Mantri Laghu Vyapari Maan-dhan Yojana
       (PM-LVM) administered by the Ministry of Labour & Employment
 (iv)   Further, the following categories of beneficiaries of higher economic status shall
       not be eligible for benefits under the scheme:

        (a) All Institutional Land holders; and
        (b) Former and present holders of constitutional posts
         (c) Former and present Ministers/ State Ministers and former/present Members
        of Lok Sabha/ Rajya Sabha/ State Legislative Assemblies/ State Legislative
        Councils,former and present Mayors of Municipal Corporations, former and
        present Chairpersons of District Panchayats.
        (d)  All serving or retired officers and employees of Central/ State Government
         Ministries/ Offices/Departments and their field units, Central or State PSEs and
       Attached offices/ Autonomous Institutions under Government as well as regular
       employees of the Local Bodies (ExcludingMultiTaskingStaff/ClassIV/GroupD
      employees)
        (e)  All Persons who paid Income Tax in last assessment year.",,
v2q-008-candidate-01,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pm-kisan-guidelines-0010-3f4cd01daefd,PM-KISAN Operational Guidelines,"Department
of Agriculture, Cooperation & Farmers Welfare (DAC&FW) in the form of a Society
registered under the Societies Registration Act, 1860. This PMU shall be tasked with
the responsibility of overall monitoring of the scheme and shall be headed by Chief
Executive Officer (CEO). PMU shall also undertake publicity campaign (Information,
Education and Communication-IEC).

8.2   Each  State   / UT  Government   will  designate  a  Nodal  Department  for
implementation of the scheme and coordinating with Central Government with regard to
implementation of Income Support Scheme.

8.3  On the lines of PMU at central level, States  / UTs may consider setting up
dedicated Project Monitoring Units at State  / UT Level. 0.125% for the amount of
installments transferred to beneficiaries can be transferred by Central Government to
State / UT Government to cover the expenditure on their PMUs, if established and for
meeting  other  related  administrative expenses  including  cost  to be  incurred  for
procurement  of  stationary,  field  verification,   filling  of  prescribed  formats,  their
certification and its uploading as well as incentive for field functionaries, publicity, etc.
States / UTs will furnish the details of the account to which Administrative Charges are
credited by the Central Government. The administrative charges payable to the States /
UTs will be provided by Government of India based on the volume of work and the
number of beneficiaries.





                                         7

9.    PM-Kisan Portal for implementation of the scheme (Beneficiary Details
uploading by State)

9.1    Beneficiaries under the scheme are to be identified by the respective State and
Union Territory. The details of farmers are being maintained by the States / UTs either
in electronic form or in manual register. To make integrated platform available in the
country to assist in benefit transfer, a platform named PM-Kisan Portal available at
URL (http://pmkisan.gov.in) has been be launched for uploading the farmers’",,
v2q-008-candidate-02,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmkvy-stt-0001-ea2787dec4e8,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Short-Term Training,"the approved Qualification Pack. An induction kit consisting of a T-shirt (male) or Jacket (female) and a bag is provided; the uniform, induction kit, and participant handbook are covered up to a maximum of ₹500 per candidate. Assessment and Certification is provided, with a pay-out of ₹600 per candidate per assessment given to the Sector Skill Councils (SSCs) / Awarding Bodies for overseeing and facilitating final assessments. Every candidate is offered one chance of re-assessment free of cost, with the fees borne from the scheme. Accidental Insurance with one year of coverage is provided to every certified candidate, as per prevalent rates (₹14.16). Boarding and Lodging along with transport facilities are provided to special groups (women and Persons with Disability) and Special Areas as defined in Common Norms, and may also be extended to Aspirational, Border, Tribal-dominated, and LWE-affected districts. Conveyance/Transportation cost is permissible for women and Persons with Disability (PwD) in case of non-residential training, as per Common Norms. Additional support of ₹5,000 towards assistive devices, aids, and appliances is provided to all PwD candidates. A free printed certificate is provided, along with a QR-code-based digital certificate issued through DigiLocker, an email/phone download link, and the Skill India Digital profile; a convocation ceremony is also held for passed-out candidates. Post-certification, candidates are tracked for one year, linked with Rojgar Melas and Apprenticeship Melas, and given access through Skill India Digital to jobs, apprenticeship opportunities, and other facilities including loans for entrepreneurship; a post-certification tracking allowance of up to ₹50 per certified candidate is utilised for this purpose. On passing the assessment, the candidate is awarded a graded certificate: for NSQF Level 1, 2, 3 — Grade A (85% and above), Grade B (70% to less than 85%), Grade C (50% to 70%); for NSQF Level 4 and above —",,
v2q-008-candidate-03,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-ab-pmjay-0000-94c82a474579,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,"Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana. Ministry Of Health & Family Welfare. Department of Health and Family Welfare. National Health Authority (NHA). The scheme “Ayushman Bharat – Pradhan Mantri Jan Arogya Yojana” implemented by the National Health Authority (NHA) under Ministry of Health and Family Welfare, Government of India, aims to provide cashless hospitalisation coverage of ₹5,00,000 per family per year to poor and vulnerable families for secondary and tertiary healthcare services. It was launched on 23rd September 2018 in Ranchi, Jharkhand, by the Hon’ble Prime Minister of India. &quot;Ayushman Bharat&quot; is an attempt to move from a sectoral and segmented approach to health service delivery to a comprehensive need-based health care service. This scheme aims to undertake path-breaking interventions to holistically address the healthcare system (covering prevention, promotion, and ambulatory care) at the primary, secondary, and tertiary levels. Ayushman Bharat adopts a continuum of care approach, comprising two interrelated components, which are - Health and Wellness Centres (HWCs): The scheme aims to provide comprehensive primary healthcare services, including maternal and child health, non-communicable disease care, free essential drugs, and diagnostics, close to people’s homes. The centres promote preventive healthcare and healthy behaviours to reduce the risk of chronic diseases. Pradhan Mantri Jan Arogya Yojana (PM-JAY): The second component under Ayushman Bharat is the Pradhan Mantri Jan Arogya Yojna or PM-JAY as it is popularly known. It aims to provide cashless health insurance coverage of up to ₹5,00,000 per family per year for secondary and tertiary hospitalization to poor and vulnerable families.. AB PM-JAY is a health insurance scheme for low-income families in rural and urban areas. The scheme aims to provide affordable healthcare facilities to the Poor. It is the largest health assurance scheme in the world which aims at providing a health cover of ₹5,00,000/- per",,
v2q-008-candidate-04,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmsby-0000-0f297846df39,Pradhan Mantri Suraksha Bima Yojana,"Pradhan Mantri Suraksha Bima Yojana. Ministry Of Finance. Department of Financial Service. Banks. An Accident Insurance Scheme offering accidental death and disability cover for death or disability on account of an accident. Premium: Rs.20/- per annum per member. The premium will be deducted from the account holder’s bank / Post office account through ‘auto debit’ facility on or before 1st June of each annual coverage period under the scheme. Coverage Duration: Coverage under PMJJBY is valid for one year from 1st June to 31st May on payment of annual premium. Accident cover assurance termination: The accident cover of the member shall terminate / be restricted accordingly on any of the following events: • On attaining age 70 years (age nearer birth day). • Closure of account with the Bank or insufficiency of balance to keep the insurance in force. In case a member is covered under PMSBY through more than one account and premium is received by insurance company inadvertently, insurance cover will be restricted to Rs. 2 lakh.. An Accident Insurance Scheme offering accidental death and disability cover for death or disability on account of an accident.. On Death- the Nominee shall get Rs. 2 Lakhs. Total and irrecoverable loss of both eyes or loss of use of both hands or feet or loss of sight of one eye and loss of use of hand or foot- Subscriber shall get Rs. 2 Lakhs. Total and irrecoverable loss of sight of one eye or loss of use of one hand or foot –subscriber shall get Rs. 1 Lakh.. Individual bank account holders of participating banks aged between 18 years (completed) and 70 years (age nearer birthday) who give their consent to join / enable auto-debit, will be enrolled into the scheme.. Step 01: In order to enrol in PMSBY offline,",,
v2q-008-candidate-05,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmsby-0001-8851a01ce006,Pradhan Mantri Suraksha Bima Yojana,"of one eye or loss of use of one hand or foot –subscriber shall get Rs. 1 Lakh.. Individual bank account holders of participating banks aged between 18 years (completed) and 70 years (age nearer birthday) who give their consent to join / enable auto-debit, will be enrolled into the scheme.. Step 01: In order to enrol in PMSBY offline, one can visit the bank branch where one has a savings account or the candidate can visit the official site: https://jansuraksha.gov.in/Forms-PMSBY.aspx to download the form. Step 02: After downloading the application form , candidate can fill in all the details and submit them to the bank along with the required documents. Step 03: Once it is successfully submitted , subscriber will get an Acknowledgement Slip Cum Certificate of Insurance. Contact: State wise tollfree number - https://jansuraksha.gov.in/files/STATEWISETOLLFREE.pdf National Toll Free Number - 1800-180-1111 / 1800-110-001. One can also avail cover under PMSBY online using their bank's Net banking facility.",,
v2q-008-candidate-06,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmjdy-0001-95c3d046d79a,Pradhan Mantri Jan Dhan Yojana,"Basic Savings Bank Deposit Account (BSBDA) Any Indian citizen eligible to open a regular bank account can open a BSBDA. Such an account does not require any minimum balance maintenance. The account holders can use both bank branches, ATMs and Banking Correspondents (BCs) for depositing and withdrawing cash. However, one cannot withdraw cash more than four times a month. Small Account/Chota Khata Under Jan Dhan Yojana, people can open small bank accounts without presenting legal documents. These accounts would be valid normally for a period of twelve months. Thereafter, such accounts would be allowed to a continue for a further period of twelve more months, if the account-holder provides a document showing that he/she has applied for any of the Officially Valid Document, within 12 months of opening the small account. RuPay Debit Card with inbuilt accident insurance Under PMJDY, a free Rupay debit card, with inbuilt accident insurance cover of Rs.2 lakhs (Rs 1 lakh for accounts opened before 28.08.2018), is issued to all beneficiaries. Overdraft Facility Under PMJDY, beneficiaries can avail OD facility upto Rs. 10,000/-. Business Correspondents (BCs)/Bank Mitras BCs/Bank Mitras are retail agents engaged by banks for providing banking services at locations other than a bank branch/ATM. It is mainly meant for the rural areas, where bank branches are far-flung. BCs/Bank Mitras connect with the residents and guide them with banking solutions such as savings accounts, deposits, payments and withdrawals, mini account statements, etc. Banks with their strong network of BCs/Bank Mitras are providing hassle free services to the customers in remote / rural areas.. The applicant should be an Indian National. If minors above ten years apply, they will require support from their legal guardians for administering their PMJDY account.. Step 1- Go to the official portal of PMJDY. Step 2- Under the &quot;e-documents&quot; section,",,
v2q-008-candidate-07,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmjjby-0000-47f7bb620cd4,Pradhan Mantri Jeevan Jyoti Bima Yojana,"Pradhan Mantri Jeevan Jyoti Bima Yojana. Ministry Of Finance. Department of Financial Service. Banks. Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) is an insurance scheme offering life insurance cover for death due to any reason. It is a one-year cover, renewable from year to year. The scheme is offered by banks/post offices and administered through life insurance companies. All individuals who are account holders of participating banks/ post office in the age group of 18 to 50 years are entitled to join.. Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) is an insurance scheme offering life insurance cover for death due to any reason. It is a one-year cover, renewable from year to year. The scheme is offered by banks/post offices and administered through life insurance companies.. PMJJBY offers one- year term life cover of ₹ 2.00 Lakh to all the subscribers in the age group of 18-50 years.1. It covers death due to any reason. Premium payable is ₹ 436/- per annum per subscriber, to be auto debited from the subscriber’s bank/post office account.. The age of the applicant must be between 18 to 50 Years. The applicant must hold an individual bank / post office account.. Offline Step 01: Download and take print of the “CONSENT-CUM-DECLARATION FORM” given in the link below: https://www.jansuraksha.gov.in/Files/PMJJBY/English/ApplicationForm.pdf#zoom=250 Step 02: Duly fill and sign the application form, attach the self-attested copies of the required documents, and submit the case to the authorised official of Bank / Post Office. The official will return you the “ACKNOWLEDGEMENT SLIP CUM CERTIFICATE OF INSURANCE”.. One can also avail cover under PMJJBY online using their bank's Net banking facility.",,
v2q-008-candidate-08,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmkvy-sp-0003-738795a9ef96,Pradhan Mantri Kaushal Vikas Yojana 4.0- Special Projects,"special attention, or should be undertaking job roles with a focus on future skills.. The applicant should not be enrolled again in the same job role in which he/she was trained earlier. The applicant, if already certified once under PMKVY, will be discouraged from opting for a lower National Skills Qualification Framework (NSQF) level course in the same sector; however, a higher job role in the same sector is permitted.. Stage 1: The applicant first registers on the Skill India Digital (SID) platform or the mobile application developed for the purpose; profile verification is completed through mobile-based OTP / eKYC, and a de-duplication check is carried out. Stage 2: The applicant is counselled by the PIA/trainer on areas including a brief about MSDE, the Skill India programme, and RPL processes; eligibility for RPL certification; benefits and how to avail them; possible career progression (vertical and horizontal); and employment opportunities. The Induction Video on RPL is also shown at this stage. Stage 3: A de-duplication check is carried out against the data available in the Skill India Digital database, so that the applicant is not enrolled again in the same job role in which he/she was trained earlier. Stage 4: The applicant's profile is completed, with existing details fetched from other portals such as e-Shram and National Career Services (NCS). Stage 5: The applicant avails online counselling offered through Skill India Digital to select an appropriate course and Training Centre. Stage 6: The applicant selects the nearest Training Centre based on the availability of the preferred job role and the quality of training infrastructure (rating, centre profile), or is mapped automatically through logic-based mapping to the nearest Training Centre. Stage 7: On selection and enrolment, the applicant undergoes training, followed by On-the-Job Training (OJT) in applicable job roles. Stage 8: The",,
v2q-008-candidate-09,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmfby-0001-4270154049cc,Pradhan Mantri Fasal Bima Yojna (PMFBY),"government. For the farmers in North-Eastern States, Jammu, Kashmir, and Himachal Pradesh, the government also pays the entire premium. Comprehensive Coverage: The scheme covers natural disasters (droughts, floods), pests, and diseases. Post-harvest losses due to local risks like hailstorms and landslides are also included.- Timely Compensation: PMFBY aims to process claims within two months of the harvest to ensure that farmers get the compensation quickly, preventing them from falling into debt traps.- Technology-Driven Implementation: PMFBY integrates advanced technologies like satellite imaging, drones, and mobile apps for precise estimation of crop loss, ensuring accurate claim settlements. RISKS COVERED Yield Losses (Standing Crops): The Government provides this insurance coverage for yield losses that fall under the non-preventable risks, such as Natural Fire and Lightning: Storm, Hailstorm, Tornado etc.: Flood, Inundation and Landslide; Pests/ Diseases, etc.; Drought etc.- Prevented Sowing: Cases may arise where most of the farmers (insured )of notified areas may want to plant or sow. In such cases, they have to bear the expenditure for that cause and are restricted from planting or sowing insured crops because of unfavourable weather conditions. These farmers will then become eligible for the indemnity claims of up to a maximum of 25% of the sum insured.- Post-harvest Losses: The Government provides for post-harvest losses on an individual farm basis. The Government offers coverage of up to 14 days (maximum) from harvesting for crops that are stored in “cut and spread” condition. It means that the Government covers farmers who have put the crops to become sun-baked in the field after harvesting that have been destroyed due to cyclone or cyclonic rains occurred across the country.- Localised Calamities: The Government provides for localised calamities on an individual farm basis. Risks such as loss or damage arising from identified localised hazards, such as hailstorms, landslides, and",,
v2q-008-candidate-10,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmkvy-rpl-0003-9425f5b8529a,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Recognition Of Prior Learning,"in the same sector, shall be discouraged; however, a higher job role in the same sector is permitted. The applicant may enrol not more than twice in the same sector, with a six-month gap between the certification date of the first course and the batch start date of the subsequent course.. The interested candidate can contact the nearest Training Center to apply. Training Center: https://www.pmkvyofficial.org/trainingcenter. The applicant first registers on the Skill India Digital (SID) platform or the mobile application developed for the purpose; profile verification is completed through mobile-based OTP / eKYC, and a de-duplication check is carried out. The applicant is counselled by the PIA/trainer on areas including a brief about MSDE, the Skill India programme, and RPL processes; eligibility for RPL certification; benefits and how to avail them; possible career progression (vertical and horizontal); and employment opportunities. The Induction Video on RPL is also shown at this stage. Stage 1: The applicant is pre-screened by the Awarding Body through a robust process to ascertain the existing level of prior learning. This includes Part 1 (collection of supporting documentation and evidence from the candidate) and Part 2 (assessment of the candidate's previous knowledge). No payment is charged for pre-screening. Stage 2: The candidate's experiential learning outcomes are categorised as equal to or more than 70% of the qualification learning outcomes, or as less than 70%. Stage 3: The applicant undergoes a minimum of 30 hours of classroom orientation, either General Orientation (with modules for Employability Skills, Career Progression, Opportunities for formal education, etc.) or Orientation with NOS (with modules for NOS, Employability Skills, Career Progression, etc.). The maximum duration of RPL is 132 hours. Stage 4: The applicant undergoes assessment (Theory and Practical), conducted by the Awarding Bodies, equivalent to STT assessment, with AEBAS-based compulsory attendance. Stage 5:",,
v2q-008-candidate-11,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmegp-0003-43256e8e6645,Prime Minister's Employment Generation Programme,"sector and above ₹ 5,00,000 in the Business /Service sector, the beneficiaries should possess at least VIII standard pass educational qualification. Assistance under the scheme is available only for new projects sanctioned specifically under the PMEGP. Existing Units (under PMRY, REGP, or any other scheme of the Government of India or State Government) and the units that have already availed of Government Subsidy under any other scheme of the Government of India or State Government are not eligible. For up-gradation of existing PMEGP / REGP / MUDRA units Margin Money(subsidy)claimed under PMEGP has to be successfully adjusted on the completion of the lock-in period of 3 years. The first loan under PMEGP/REGP/MUDRA has to be successfully repaid in the stipulated time. The unit is profit-making with good turnover and has the potential for further growth in turnover and profit with modernization/upgrading of the technology. Reservation / Preference / Priority Priority will be given to the persons affected by natural calamities/disasters in the areas which are declared as affected by ""disaster"" as defined under Section 2(d) of the Disaster Management Act, 2005 by the Ministry of Home Affairs.. For PMEGP new enterprises (Units): Existing Units (under PMRY, REGP, or any other scheme of the Government of India or State Government) and the units that have already availed of Government Subsidy under any other scheme of the Government of India or State Government are not eligible. Only one person from one family is eligible for obtaining financial assistance for setting up of projects under PMEGP. The 'family’ includes self and spouse. Negative List of Activities: The following list of activities will not be permitted under PMEGP for setting up of micro enterprises/ projects/units:- Any Industry/ Business connected with Meat(slaughtered), i.e., processing, canning and/or serving items made of it as food, production/Manufacturing or",,
v2q-008-candidate-12,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-ab-pmjay-0001-a632a7205efc,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,"per family per year for secondary and tertiary hospitalization to poor and vulnerable families.. AB PM-JAY is a health insurance scheme for low-income families in rural and urban areas. The scheme aims to provide affordable healthcare facilities to the Poor. It is the largest health assurance scheme in the world which aims at providing a health cover of ₹5,00,000/- per family per year.. Financial Health Insurance Cover: Annual Hospitalization Coverage: Cashless coverage up to ₹5,00,000/- per family per year.- Comprehensive Treatment Costs: Covers consultation, medicines, diagnostics, surgery, ICU, implants, accommodation, and food.- Pre and Post Hospitalization Support: Covers 3 days pre-hospitalization and 15 days post-hospitalization expenses.- Treatment Complication Coverage: Covers complications arising during treatment. Coverage Features: Pre-Existing Disease Coverage: Covers all pre-existing diseases from day one.- No Family Size Limit: No restriction on age, gender, or family size.- Nationwide Portability: Benefits available across India in empanelled hospitals.- Wide Procedure Coverage: Covers approximately 1,929 medical procedures.. Rural Beneficiaries Out of the total seven deprivation criteria for rural areas, PM-JAY covered all such families who fall into at least one of the following six deprivation criteria and automatic inclusion(Destitute/ living on alms, manual scavenger households, primitive tribal group, legally released bonded labour) criteria: Only one room with kucha walls and kucha roof No adult member between ages 16 to 59 Households with no adult male member between ages 16 to 59 Disabled member and no able-bodied adult member SC/ST households Landless households deriving a major part of their income from manual casual labour Automatically includedHouseholds without shelter Destitute/ living on alms, Manual scavenger families, Primitive tribal groups, Legally released bonded labour. Urban Beneficiaries For urban areas, the following 11 occupational categories of workers are eligible for the scheme: Ragpicker Beggar Domestic worker Street vendor/ Cobbler/hawker / other service provider working on streets",,
v2q-008-candidate-13,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmfby-0000-d9ad07736d66,Pradhan Mantri Fasal Bima Yojna (PMFBY),"Pradhan Mantri Fasal Bima Yojna (PMFBY). Ministry Of Agriculture and Farmers Welfare. Launched on 18th February 2016, &quot;Pradhan Mantri Fasal Bima Yojana&quot; is a crop insurance scheme by the Department of Agriculture, Cooperation and Farmers’ Welfare, Ministry of Agriculture. PMFBY aims to provide financial protection to farmers against crop loss due to natural disasters (hail, drought, famine), pests, and diseases. PMFBY provides crop insurance at a cost-effective premium to all Indian farmers. PMFBY is an affordable crop insurance product implemented through a network of insurance companies and banks. The scheme covers over 50 crore farmers and provides insurance coverage for over 50 different crops. Objectives To provide financial assistance and support to farmers suffering from crop damage or loss arising out of unforeseen events. To stabilise the income of farmers and ensure continuance in farming. To encourage the farmers to adopt modern and innovative agricultural practices. To ensure crop diversification, and credit-worthiness of the farmers, enhance growth and competitiveness of the agriculture sector and protect the farmers from production risks.. Pradhan Mantri Fasal Bima Yojana was launched in 2016 with the aim to support farmers by providing an affordable comprehensive risk cover for crops.. Affordable Premiums: The maximum premium payable by the farmer will be 2% for the Kharif food and oilseed crops. For rabi food and oilseeds crop, it is 1.5% and for yearly commercial or horticultural crops it will be 5%. The remaining premium is subsidized by the government. For the farmers in North-Eastern States, Jammu, Kashmir, and Himachal Pradesh, the government also pays the entire premium. Comprehensive Coverage: The scheme covers natural disasters (droughts, floods), pests, and diseases. Post-harvest losses due to local risks like hailstorms and landslides are also included.- Timely Compensation: PMFBY aims to process claims within two months of the harvest to ensure that",,
v2q-008-candidate-14,v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",PMSBY stands for Pradhan Mantri Suraksha Bima Yojana and covers accidental death and disability.,pilot-v2-doc-pmfby-0004-25f813969307,Pradhan Mantri Fasal Bima Yojna (PMFBY),"On the Login Page, provide your Mobile Number, fill the Captcha Code, then click ""Request for OTP"". Enter the OTP received on your registered Mobile Number, and click ""Submit"". You will be taken to the ""Farmer Application Form"". Step 6: Fill in all the mandatory fields of the Application Form and upload all the mandatory documents in the specified format and size. Click ""Preview"" to carefully review all the information provided and the uploaded documents. Click ""Submit"" to submit your application. You'll receive a confirmation message. Step 7: In the popup window, the following options will be displayed: ""Pay Later"" and ""Make Payment"". Select ""Pay Later"" if you intend to pay for the insurance at a later stage. Else, select ""Make Payment"". Step 8: Upon successful payment, you may print the receipt of the payment. Track Your Application You can track the application status on the PMFBY website through the ‘Application Status’ option on the home page.. Step 1: The interested applicant should visit the nearest participating bank or insurance office, and request the prescribed format of the application form from the staff. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (sign across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form to the staff, along with the attached copies of the documents. Pay the applicable premium amount at the office. Step 4: You will be provided with an application reference number which you can use to track the status of your application. Track Your Application You can track the application status on the PMFBY website through the ‘Application Status’ option on the home page.. Step 1: Visit your nearest Common Service Centre (CSC). CSCs are government-authorized centres",,
v2q-009-candidate-01,v2q-009,"What does APY stand for, and what monthly pension range does it guarantee after age 60?","APY stands for Atal Pension Yojana and offers guaranteed monthly pension options from ₹1,000 to ₹5,000 after age 60.",pilot-v2-doc-pm-kmy-guidelines-0002-ae644e1f8c00,Pradhan Mantri Kisan Maan Dhan Yojana Operational Guidelines,"Corporation of India”  , a
   statutory corporation established by Life Insurance Corporation Act, 1956;
(k) “Matching contribution” means the equal amount as contributed by the eligible
   subscriber, payable by the Central Government to the Fund;
(l)  “NORMAL RETIREMENT DATE” or the “Vesting date” shall mean in respect
   of each subscriber the date on which he / she completes the age of 60 years;
(m)     “Pension” means Assured Monthly Amount payable as Pension under this
   Scheme to the eligible subscriber or his/her spouse ;
(n)  “Pension fund” or “Fund” means the fund created by the Central Government
   and managed by LIC of India in which the contributions made by the subscribers
   and the matching contributions made by the Government would be deposited.
   The Government Pool Account together with the Subscriber’s Individual Account
   (hereinafter called the “SIA”) shall constitute the Pension Fund under the scheme.
(o)  “Pradhan Mantri Kisan Samman Nidhi Scheme” or “PM-Kisan” means
   the Central Sector Scheme administered by the DACV&FW for providing direct
   income support to the farmers.
(p) “Small and Marginal Farmer” or “SMF” means a farmer who owns cultivable
   land upto 2 hectare as per land records of the concerned State/UT”.
(q)  “Sponsor Bank” means bank nominated by the Corporation, presently the
   IDBI Bank, for providing banking services under the scheme.
(r)   “State Nodal Officers”  or “SNOs” means the  officers  of the State/UT
   Governments who are responsible for preparing the  list of farmers, including,
   SMFs under the Pradhan Mantri Kisan Samman Nidhi (PM-Kisan) Scheme.


                                           2

(s)  “SUBSCRIBER” means a Small and Marginal Farmer who has joined this
      Scheme, and his / her spouse in case of his / her death;

4.     Eligibility

All Small and Marginal Farmers (SMFs) in all States and Union Territories of the country,
who are of the age of 18 years and above",,
