query_id,query_text,category,system,gold_rank,hit_at_5,hit_at_10,mrr_at_5,mrr_at_10,recall_at_5,recall_at_10,ndcg_graded_at_10,ce_recall_at_10,qrel_base,failure_type,n_systems_hit_at_5,difficulty
v2q-003,What revised overdraft limit and RuPay accidental-insurance cover are stated for PMJDY?,exact_lookup,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8670870086853021,0.0,final_pooled,hit,5,0.0
v2q-004,What is the maximum micro-loan amount stated for PMMY?,exact_lookup,bm25,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8670870086853021,0.0,final_pooled,hit,5,0.0
v2q-004,What is the maximum micro-loan amount stated for PMMY?,exact_lookup,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8670870086853021,0.0,final_pooled,hit,5,0.0
v2q-004,What is the maximum micro-loan amount stated for PMMY?,exact_lookup,graph_v3_2,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8670870086853021,0.0,final_pooled,hit,5,0.0
v2q-004,What is the maximum micro-loan amount stated for PMMY?,exact_lookup,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8670870086853021,0.0,final_pooled,hit,5,0.0
v2q-004,What is the maximum micro-loan amount stated for PMMY?,exact_lookup,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-005,How many days of wage employment does MGNREGA guarantee a rural household in a financial year?,exact_lookup,bm25,1,1.0,1.0,1.0,1.0,0.75,1.0,0.9392351262915565,1.0,final_pooled,hit,5,0.0
v2q-005,How many days of wage employment does MGNREGA guarantee a rural household in a financial year?,exact_lookup,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.25,0.5,0.552282637708512,0.0,final_pooled,hit,5,0.0
v2q-005,How many days of wage employment does MGNREGA guarantee a rural household in a financial year?,exact_lookup,graph_v3_2,1,1.0,1.0,1.0,1.0,0.5,1.0,0.8617841900037279,1.0,final_pooled,hit,5,0.0
v2q-005,How many days of wage employment does MGNREGA guarantee a rural household in a financial year?,exact_lookup,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8940187669412318,1.0,final_pooled,hit,5,0.0
v2q-005,How many days of wage employment does MGNREGA guarantee a rural household in a financial year?,exact_lookup,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.75,1.0,0.9690768164202486,1.0,final_pooled,hit,5,0.0
v2q-006,What annual hospitalisation cover does AB-PMJAY provide per eligible family?,exact_lookup,bm25,1,1.0,1.0,1.0,1.0,0.8,0.8,0.9155230494702449,0.0,final_pooled,hit,5,0.0
v2q-006,What annual hospitalisation cover does AB-PMJAY provide per eligible family?,exact_lookup,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.8,0.8,0.8908151253526534,0.0,final_pooled,hit,5,0.0
v2q-006,What annual hospitalisation cover does AB-PMJAY provide per eligible family?,exact_lookup,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-006,What annual hospitalisation cover does AB-PMJAY provide per eligible family?,exact_lookup,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.8,1.0,0.978646063123196,1.0,final_pooled,hit,5,0.0
v2q-006,What annual hospitalisation cover does AB-PMJAY provide per eligible family?,exact_lookup,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.8,0.8,0.9155230494702449,0.0,final_pooled,hit,5,0.0
v2q-007,"What is the full form of PMJJBY, and which event does its life insurance cover?",terminology,bm25,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.894632015448076,1.0,final_pooled,hit,5,0.0
v2q-007,"What is the full form of PMJJBY, and which event does its life insurance cover?",terminology,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7984848580994974,0.0,final_pooled,hit,5,0.0
v2q-007,"What is the full form of PMJJBY, and which event does its life insurance cover?",terminology,graph_v3_2,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.9364501857286789,1.0,final_pooled,hit,5,0.0
v2q-007,"What is the full form of PMJJBY, and which event does its life insurance cover?",terminology,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-007,"What is the full form of PMJJBY, and which event does its life insurance cover?",terminology,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6387878864795979,0.0,final_pooled,hit,5,0.0
v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",terminology,bm25,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",terminology,faiss_windowed_max,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9238850086262381,1.0,final_pooled,hit,5,0.0
v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",terminology,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",terminology,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-008,"Which accident-insurance programme is abbreviated PMSBY, and which outcomes trigger its cover?",terminology,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-009,"What does APY stand for, and what monthly pension range does it guarantee after age 60?",terminology,bm25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8702876391807989,1.0,final_pooled,hit,5,0.0
v2q-009,"What does APY stand for, and what monthly pension range does it guarantee after age 60?",terminology,faiss_windowed_max,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9687707507974168,1.0,final_pooled,hit,5,0.0
v2q-009,"What does APY stand for, and what monthly pension range does it guarantee after age 60?",terminology,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-009,"What does APY stand for, and what monthly pension range does it guarantee after age 60?",terminology,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9687707507974168,1.0,final_pooled,hit,5,0.0
v2q-009,"What does APY stand for, and what monthly pension range does it guarantee after age 60?",terminology,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-010,"What is the full form of PM POSHAN, and what meal benefit does it provide?",terminology,bm25,1,1.0,1.0,1.0,1.0,0.5,1.0,0.8175295903539445,1.0,final_pooled,hit,5,0.0
v2q-010,"What is the full form of PM POSHAN, and what meal benefit does it provide?",terminology,faiss_windowed_max,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-010,"What is the full form of PM POSHAN, and what meal benefit does it provide?",terminology,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-010,"What is the full form of PM POSHAN, and what meal benefit does it provide?",terminology,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-010,"What is the full form of PM POSHAN, and what meal benefit does it provide?",terminology,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-011,"What does PM JANMAN stand for, and which communities does it target?",terminology,bm25,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8451850618939637,1.0,final_pooled,hit,5,0.0
v2q-011,"What does PM JANMAN stand for, and which communities does it target?",terminology,faiss_windowed_max,2,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.4776237035032179,0.0,final_pooled,hit,5,0.0
v2q-011,"What does PM JANMAN stand for, and which communities does it target?",terminology,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-011,"What does PM JANMAN stand for, and which communities does it target?",terminology,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-011,"What does PM JANMAN stand for, and which communities does it target?",terminology,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-012,"What does PM SVANidhi stand for, and who is its intended beneficiary group?",terminology,bm25,2,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3354350434265105,0.0,final_pooled,hit,5,0.0
v2q-012,"What does PM SVANidhi stand for, and who is its intended beneficiary group?",terminology,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5316519652587917,0.0,final_pooled,hit,5,0.0
v2q-012,"What does PM SVANidhi stand for, and who is its intended beneficiary group?",terminology,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-012,"What does PM SVANidhi stand for, and who is its intended beneficiary group?",terminology,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8539432076387756,1.0,final_pooled,hit,5,0.0
v2q-012,"What does PM SVANidhi stand for, and who is its intended beneficiary group?",terminology,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6993694869720469,0.0,final_pooled,hit,5,0.0
v2q-013,Which initiative helps women in low-income countryside homes replace smoke-producing solid cooking materials with bottled gas?,paraphrase,bm25,1,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.6589260358421596,0.0,final_pooled,hit,4,0.19999999999999996
v2q-013,Which initiative helps women in low-income countryside homes replace smoke-producing solid cooking materials with bottled gas?,paraphrase,faiss_windowed_max,4,1.0,1.0,0.25,0.25,0.2857142857142857,0.8571428571428571,0.5991230895997225,0.0,final_pooled,hit,4,0.19999999999999996
v2q-013,Which initiative helps women in low-income countryside homes replace smoke-producing solid cooking materials with bottled gas?,paraphrase,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-013,Which initiative helps women in low-income countryside homes replace smoke-producing solid cooking materials with bottled gas?,paraphrase,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.6589260358421596,0.0,final_pooled,hit,4,0.19999999999999996
v2q-013,Which initiative helps women in low-income countryside homes replace smoke-producing solid cooking materials with bottled gas?,paraphrase,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.8953093694570126,0.0,final_pooled,hit,4,0.19999999999999996
v2q-014,"Under the national ration programme, what monthly cereal allocation goes to families in the poorest entitlement tier and to each person in the priority tier?",paraphrase,bm25,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.9617761342179452,1.0,final_pooled,hit,4,0.19999999999999996
v2q-014,"Under the national ration programme, what monthly cereal allocation goes to families in the poorest entitlement tier and to each person in the priority tier?",paraphrase,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8670870086853021,0.0,final_pooled,hit,4,0.19999999999999996
v2q-014,"Under the national ration programme, what monthly cereal allocation goes to families in the poorest entitlement tier and to each person in the priority tier?",paraphrase,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-014,"Under the national ration programme, what monthly cereal allocation goes to families in the poorest entitlement tier and to each person in the priority tier?",paraphrase,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.9617761342179452,1.0,final_pooled,hit,4,0.19999999999999996
v2q-014,"Under the national ration programme, what monthly cereal allocation goes to families in the poorest entitlement tier and to each person in the priority tier?",paraphrase,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.9439279501848503,1.0,final_pooled,hit,4,0.19999999999999996
v2q-015,Which initiative helps job-seekers and established craftspeople launch small businesses outside agriculture?,paraphrase,bm25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,ranking_failure,2,0.6
v2q-015,Which initiative helps job-seekers and established craftspeople launch small businesses outside agriculture?,paraphrase,faiss_windowed_max,2,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.6360655564544636,1.0,final_pooled,hit,2,0.6
v2q-015,Which initiative helps job-seekers and established craftspeople launch small businesses outside agriculture?,paraphrase,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,2,0.6
v2q-015,Which initiative helps job-seekers and established craftspeople launch small businesses outside agriculture?,paraphrase,hybrid_rrf,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,ranking_failure,2,0.6
v2q-015,Which initiative helps job-seekers and established craftspeople launch small businesses outside agriculture?,paraphrase,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5316519652587917,0.0,final_pooled,hit,2,0.6
v2q-016,How can an experienced worker obtain formal recognition for skills learned outside a training course?,paraphrase,bm25,1,1.0,1.0,1.0,1.0,0.8,0.8,0.8887223390544889,0.0,final_pooled,hit,4,0.19999999999999996
v2q-016,How can an experienced worker obtain formal recognition for skills learned outside a training course?,paraphrase,faiss_windowed_max,4,1.0,1.0,0.25,0.25,0.2,0.6,0.37051152764918915,0.0,final_pooled,hit,4,0.19999999999999996
v2q-016,How can an experienced worker obtain formal recognition for skills learned outside a training course?,paraphrase,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-016,How can an experienced worker obtain formal recognition for skills learned outside a training course?,paraphrase,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.8,0.8,0.8887223390544889,0.0,final_pooled,hit,4,0.19999999999999996
v2q-016,How can an experienced worker obtain formal recognition for skills learned outside a training course?,paraphrase,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9557034395662896,1.0,final_pooled,hit,4,0.19999999999999996
v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,paraphrase,bm25,1,1.0,1.0,1.0,1.0,0.6,0.6,0.7944981616784152,0.0,final_pooled,hit,4,0.19999999999999996
v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,paraphrase,faiss_windowed_max,4,1.0,1.0,0.25,0.25,0.4,0.6,0.44043068528919344,0.0,final_pooled,hit,4,0.19999999999999996
v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,paraphrase,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,paraphrase,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6,0.6,0.7944981616784152,0.0,final_pooled,hit,4,0.19999999999999996
v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,paraphrase,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9605753368118396,1.0,final_pooled,hit,4,0.19999999999999996
v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,paraphrase,bm25,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,4,0.19999999999999996
v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,paraphrase,faiss_windowed_max,5,1.0,1.0,0.2,0.2,0.5,1.0,0.4415801103577823,1.0,final_pooled,hit,4,0.19999999999999996
v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,paraphrase,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,paraphrase,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,4,0.19999999999999996
v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,paraphrase,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,4,0.19999999999999996
v2q-019,What role does the Ministry of Petroleum and Natural Gas have in Ujjwala 2.0?,entity_relation,bm25,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-019,What role does the Ministry of Petroleum and Natural Gas have in Ujjwala 2.0?,entity_relation,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.8,1.0,0.9753465284027845,1.0,final_pooled,hit,5,0.0
v2q-019,What role does the Ministry of Petroleum and Natural Gas have in Ujjwala 2.0?,entity_relation,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-019,What role does the Ministry of Petroleum and Natural Gas have in Ujjwala 2.0?,entity_relation,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-019,What role does the Ministry of Petroleum and Natural Gas have in Ujjwala 2.0?,entity_relation,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9065280314885752,1.0,final_pooled,hit,5,0.0
v2q-020,How do NSDC and SPIAs divide responsibility in the Special Projects arm of the national skill mission?,entity_relation,bm25,1,1.0,1.0,1.0,1.0,0.5555555555555556,0.8888888888888888,0.9211164623018355,0.0,final_pooled,hit,5,0.0
v2q-020,How do NSDC and SPIAs divide responsibility in the Special Projects arm of the national skill mission?,entity_relation,faiss_windowed_max,2,1.0,1.0,0.5,0.5,0.3333333333333333,0.5555555555555556,0.5310848976513474,0.0,final_pooled,hit,5,0.0
v2q-020,How do NSDC and SPIAs divide responsibility in the Special Projects arm of the national skill mission?,entity_relation,graph_v3_2,1,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.639182383043437,0.0,final_pooled,hit,5,0.0
v2q-020,How do NSDC and SPIAs divide responsibility in the Special Projects arm of the national skill mission?,entity_relation,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.4444444444444444,0.8888888888888888,0.9268231925760118,0.0,final_pooled,hit,5,0.0
v2q-020,How do NSDC and SPIAs divide responsibility in the Special Projects arm of the national skill mission?,entity_relation,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.5555555555555556,0.5555555555555556,0.6708877628637713,0.0,final_pooled,hit,5,0.0
v2q-021,How do insurance companies and banks participate in PMFBY?,entity_relation,bm25,1,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.8110692588370789,0.0,final_pooled,hit,5,0.0
v2q-021,How do insurance companies and banks participate in PMFBY?,entity_relation,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8047492987655787,0.0,final_pooled,hit,5,0.0
v2q-021,How do insurance companies and banks participate in PMFBY?,entity_relation,graph_v3_2,2,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.75939205516242,1.0,final_pooled,hit,5,0.0
v2q-021,How do insurance companies and banks participate in PMFBY?,entity_relation,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.9308665529255559,1.0,final_pooled,hit,5,0.0
v2q-021,How do insurance companies and banks participate in PMFBY?,entity_relation,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-022,Which finance programme relies on Member Lending Institutions to extend assistance to non-corporate micro-enterprises?,entity_relation,bm25,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7984848580994974,0.0,final_pooled,hit,5,0.0
v2q-022,Which finance programme relies on Member Lending Institutions to extend assistance to non-corporate micro-enterprises?,entity_relation,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.762346330035624,0.0,final_pooled,hit,5,0.0
v2q-022,Which finance programme relies on Member Lending Institutions to extend assistance to non-corporate micro-enterprises?,entity_relation,graph_v3_2,1,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.7349350438281765,0.0,final_pooled,hit,5,0.0
v2q-022,Which finance programme relies on Member Lending Institutions to extend assistance to non-corporate micro-enterprises?,entity_relation,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8403030283801005,0.0,final_pooled,hit,5,0.0
v2q-022,Which finance programme relies on Member Lending Institutions to extend assistance to non-corporate micro-enterprises?,entity_relation,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-023,What role does a Gram Panchayat play when a household registers for MGNREGA?,entity_relation,bm25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9828920819566879,1.0,final_pooled,hit,5,0.0
v2q-023,What role does a Gram Panchayat play when a household registers for MGNREGA?,entity_relation,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.75,1.0,0.9709286432396581,1.0,final_pooled,hit,5,0.0
v2q-023,What role does a Gram Panchayat play when a household registers for MGNREGA?,entity_relation,graph_v3_2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-023,What role does a Gram Panchayat play when a household registers for MGNREGA?,entity_relation,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-023,What role does a Gram Panchayat play when a household registers for MGNREGA?,entity_relation,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-024,Which national health-assurance programme does NHA implement under the health ministry?,entity_relation,bm25,1,1.0,1.0,1.0,1.0,0.6,0.6,0.7753926834409677,0.0,final_pooled,hit,5,0.0
v2q-024,Which national health-assurance programme does NHA implement under the health ministry?,entity_relation,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.2,0.2,0.5065267082131061,0.0,final_pooled,hit,5,0.0
v2q-024,Which national health-assurance programme does NHA implement under the health ministry?,entity_relation,graph_v3_2,1,1.0,1.0,1.0,1.0,0.8,0.8,0.9020243604942442,0.0,final_pooled,hit,5,0.0
v2q-024,Which national health-assurance programme does NHA implement under the health ministry?,entity_relation,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.8,0.8,0.9020243604942442,0.0,final_pooled,hit,5,0.0
v2q-024,Which national health-assurance programme does NHA implement under the health ministry?,entity_relation,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.8,0.8,0.9020243604942442,0.0,final_pooled,hit,5,0.0
v2q-025,"What banking function does PMJDY provide, and which other programme from its ministry finances income-generating micro-enterprises?",multi_hop,bm25,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.9428954171224019,1.0,final_pooled,hit,5,0.0
v2q-025,"What banking function does PMJDY provide, and which other programme from its ministry finances income-generating micro-enterprises?",multi_hop,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.7569324800537425,0.0,final_pooled,hit,5,0.0
v2q-025,"What banking function does PMJDY provide, and which other programme from its ministry finances income-generating micro-enterprises?",multi_hop,graph_v3_2,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.7438998803693911,0.0,final_pooled,hit,5,0.0
v2q-025,"What banking function does PMJDY provide, and which other programme from its ministry finances income-generating micro-enterprises?",multi_hop,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.9074698988224679,0.0,final_pooled,hit,5,0.0
v2q-025,"What banking function does PMJDY provide, and which other programme from its ministry finances income-generating micro-enterprises?",multi_hop,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-026,"What employment guarantee does MGNREGA provide, and which other programme from its ministry supplies pucca houses to rural households?",multi_hop,bm25,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.5454545454545454,0.7526815831892946,0.0,final_pooled,hit,5,0.0
