document_id,source,ministry,scheme_name,publication_date,URL,document_type,sha256,doc_count,chunk_count
myscheme_astpss,"myScheme, Digital India Corporation",Ministry of Education, AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME,,https://www.myscheme.gov.in/schemes/astpss,act_rule_notification,eee2f6bf189430f0d130d23bc778c7751f7d92611a5d5a6724e22232c9ff1384,1,6
myscheme_avowwobc,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Assistance to Voluntary Organizations Working for Welfare of OBCs ,,https://www.myscheme.gov.in/schemes/avowwobc,funding_guideline,b8122bedade03bf885b357b7392914b3e6d0a135e2d2fce506e22304dbabfa5c,1,8
myscheme_avts,"myScheme, Digital India Corporation",Ministry Of Skill Development And Entrepreneurship,Advanced Vocational Training Scheme,,https://www.myscheme.gov.in/schemes/avts,operational_guideline,c3752c0574f26ae18ef9363466b282fbe64ce69f9447904465b649cc944a71fb,1,8
myscheme_avyay_napsc_hssc,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens,,https://www.myscheme.gov.in/schemes/avyay-napsc-hssc,application_procedure,ca4b29fe5546eb368dbb8cb67ef01832b7f4ab7d0d04faa57a4368fa062cf297,1,14
myscheme_ayuvfak,"myScheme, Digital India Corporation",Ministry of Education,"AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH",,https://www.myscheme.gov.in/schemes/ayuvfak,eligibility_beneficiary,f3024734e0500e8a0bf446062a14d4a2f540c2bedf903a8659656b6f89429cb7,1,5
myscheme_bhmnsp,"myScheme, Digital India Corporation",Ministry Of Minority Affairs,Begum Hazrat Mahal National Scholarship Program,,https://www.myscheme.gov.in/schemes/bhmnsp,operational_guideline,46bd9efa1745236b4e9eea2dbab3d62a4aa15155ca8012293a0153b802a301b9,1,9
myscheme_cbssc_tl,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Credit Based Schemes For SC - Term Loan (TL),,https://www.myscheme.gov.in/schemes/cbssc-tl,funding_guideline,7b296997271bf20dbce5af63165a670394cdced9967e317323f9ed76a9358016,1,6
myscheme_ccsnfpfscsmap,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Central Sector Scheme of National Fellowship for Providing Fellowship to Scheduled Caste Students to Pursue M.Phil. & PhD,,https://www.myscheme.gov.in/schemes/ccsnfpfscsmap,act_rule_notification,38e091d49fc3246375180ce5364de5b216eafe579b86bb59c26f3eaf91de7a7a,1,11
myscheme_cegssc,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Credit Enhancement Guarantee Scheme For The Scheduled Castes,,https://www.myscheme.gov.in/schemes/cegssc,application_procedure,888392279272447caa0ecf9c45b023959cbdc6eb9629e770e1ac26dc0242cf54,1,11
myscheme_chobcbg,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Construction of Hostels for OBC Boys and Girls,,https://www.myscheme.gov.in/schemes/chobcbg,eligibility_beneficiary,007da74871e7006099ec7dc27cb40cb793c3d9639c1aa44e88493f47363d9d5d,1,9
myscheme_cife_if,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,CIFE - Institutional Fellowship,,https://www.myscheme.gov.in/schemes/cife-if,implementation_manual,4bf3b52f78967cec40f16e6d2eabaacffde1e031269d97fff213eda0d47b07ca,1,11
myscheme_clssmig,"myScheme, Digital India Corporation",Ministry Of Housing & Urban Affairs,Credit Linked Subsidy Scheme for Middle Income Group,,https://www.myscheme.gov.in/schemes/clssmig,act_rule_notification,bb33ef0640696935e4e39982ce1af8075c8e760a20f816047af61cd601fb54ac,1,13
myscheme_cpis,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Coconut Palm Insurance Scheme,,https://www.myscheme.gov.in/schemes/cpis,eligibility_beneficiary,b04e3412e5e8bd30df88acaf98c40570ad140eb99353f356e4d03fd462589738,1,14
myscheme_csmsu,"myScheme, Digital India Corporation",Ministry Of Minority Affairs,Coaching Schemes For Sc/st/obc (non-creamy Layer) & Minority Students For Universities,,https://www.myscheme.gov.in/schemes/csmsu,faq,85c38cc5e0eb4c01eed14e87f3e59f39e26c42dbf6aad5c3e4d4e599cc37b096,1,8
myscheme_css_nos_st,"myScheme, Digital India Corporation",Ministry Of Tribal Affairs,National Overseas Scholarship For Scheduled Tribes (ST) Students,,https://www.myscheme.gov.in/schemes/css-nos-st,eligibility_beneficiary,4ef70c0d0f6db7c35728cbd9ad298c0d678330d83ee5f16c73f6373f3682a7b2,1,20
myscheme_css_umscs,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Centrally Sponsored Scheme of Upgradation of Merit of Scheduled Caste Students,,https://www.myscheme.gov.in/schemes/css-umscs,implementation_manual,59f95eb84e28c6338887ccb0c14902d90b77714c4a50f6498f9ba1cc0f9cce44,1,9
myscheme_cssipcra1scstpaa1,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,"Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act, 1989",,https://www.myscheme.gov.in/schemes/cssipcra1scstpaa1,scheme_description,33c2b35211f889c4b1e49066ba389ebbbc91480fe64277c6131db3eb57db6d0e,1,8
myscheme_csspostmsossi,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Centrally Sponsored Scheme of Post-Matric Scholarship for OBC Students for studying in India,,https://www.myscheme.gov.in/schemes/csspostmsossi,operational_guideline,52f3cf9d0cefad75b8229cb26aea38d0bd0b6edd332aead4d1990fb4f89563d8,1,14
myscheme_csspremsobcsi,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Centrally Sponsored Scheme of Pre-matric Scholarship to Other Backward Classes (OBC) for Studies in India,,https://www.myscheme.gov.in/schemes/csspremsobcsi,faq,68525e05dae442186e9443c592ee1c0dbbf1d694f3eecf24ffc79e73af48bf76,1,7
myscheme_cssrbl,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Central Sector Scheme for Rehabilitation of Bonded Labourer,,https://www.myscheme.gov.in/schemes/cssrbl,funding_guideline,fe8f51135aa59165f28184b159111945ce53f5a085ca6d12cb41d3337c9adf8d,1,8
myscheme_cts_msde,"myScheme, Digital India Corporation",Ministry Of Skill Development And Entrepreneurship,Craftsmen Training Scheme,,https://www.myscheme.gov.in/schemes/cts-msde,faq,54e1eed211b0238dfc02c4e8c46bae4de4c9ab8eeba8c3b58176001aa07e8441,1,9
myscheme_dacssiselosobcebc,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Dr Ambedkar Central Sector Scheme of Interest Subsidy on Educational Loans for Overseas Studies for Other Backward Classes (OBCs) and Economically Backward Classes (EBCs),,https://www.myscheme.gov.in/schemes/dacssiselosobcebc,faq,680c89c819af70d0b7bbe9037a124465d0ee39cf0fcbe9c7364b019ac348b29a,1,7
myscheme_day_nrlm,"myScheme, Digital India Corporation",Ministry Of Rural Development,Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,,https://www.myscheme.gov.in/schemes/day-nrlm,scheme_description,13ad6562bbdb7ebb6b103ae04683024d2c6b11906dc70fa6b0d8b2ace11fef9f,1,14
myscheme_dcpf,"myScheme, Digital India Corporation",Ministry of Education,AICTE - Distinguished Chair Professor Fellowship,,https://www.myscheme.gov.in/schemes/dcpf,operational_guideline,0bc3ded2f5330e991ff803397bd6a113abd487c6c2c36893a9da278b1b3bed14,1,5
myscheme_dddrs,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Deen Dayal Disabled Rehabilitation Scheme,,https://www.myscheme.gov.in/schemes/dddrs,act_rule_notification,dab3782f0a5e06b15aa062f79423bfed03bc539478d07acaacc24d1fa10a4529,1,8
myscheme_ddugku,"myScheme, Digital India Corporation",Ministry Of Rural Development,Deen Dayal Upadhyay Grameen Kaushalya Yojana,,https://www.myscheme.gov.in/schemes/ddugku,act_rule_notification,89d7cd2418b91f633c4d3fa3851413fc895a53d89efc9fb8a64502abf09898e7,1,7
myscheme_deisrs,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Disha - Early Intervention and School Readiness Scheme,,https://www.myscheme.gov.in/schemes/deisrs,scheme_description,1d4b308ea354ec164e911a864bb185020dc2e522aecf18331c429c3f16701eff,1,9
myscheme_dky,"myScheme, Digital India Corporation",Ministry Of Social Justice and Empowerment,Divyangjan Kaushal Yojana,,https://www.myscheme.gov.in/schemes/dky,operational_guideline,f5bcc3ba20f4b13c549621df452df4a0f9a45f5994b8f709d7dee8b537fe1356,1,4
myscheme_e_nam,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,National Agriculture Market,,https://www.myscheme.gov.in/schemes/e-nam,implementation_manual,ad676bdabfceb4999bb4828f1622c49b1fcdf78afcecc4ecd62a5708a3d01998,1,13
myscheme_els_nmdfc,"myScheme, Digital India Corporation",Ministry Of Minority Affairs,Education Loan Scheme of NMDFC,,https://www.myscheme.gov.in/schemes/els-nmdfc,implementation_manual,806e536e47dced0f44d64d3ae6d04608ef7ebc1934db5145850e3d15a5256ba6,1,4
myscheme_eps,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Employees' Pension Scheme,,https://www.myscheme.gov.in/schemes/eps,application_procedure,c8ecd021531f1894a4526ea1d12960b3822fb486a52f3edaf3e10a1dfbb98876,1,10
myscheme_essstj,"myScheme, Digital India Corporation",Ministry of Education,AICTE e-Shodh Sindhu Scheme (eSS),,https://www.myscheme.gov.in/schemes/essstj,scheme_description,e0e872e12b7f134bf76dc33fd2ac29fb2a0614e61b1504bcdfdd3143342d364e,1,6
myscheme_flexi_mou,"myScheme, Digital India Corporation",Ministry Of Skill Development And Entrepreneurship,Flexible Memorandum of Understanding (Flexi-MoU) Scheme,,https://www.myscheme.gov.in/schemes/flexi-mou,implementation_manual,0f7c3439a6beb223e63db95718192149874d405b6e9e8c3db98f5e7f785ec8d3,1,9
myscheme_fssaiis,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Food Safety & Standards Authority Of India (FSSAI) Internship Scheme,,https://www.myscheme.gov.in/schemes/fssaiis,faq,c8ea174b8b6c15ef3c62a7715682492e7c6ad4649f7164b6af56f54e89882f5d,1,8
myscheme_hmcpf,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Rastriya Arogya Nidhi - Health Minister’s Cancer Patient Fund,,https://www.myscheme.gov.in/schemes/hmcpf,funding_guideline,14f766130f6dbf42b73aec201815f472b875eda98782952e7f80f85320e1d79d,1,9
myscheme_hmdg,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Health Minister’s Discretionary Grant,,https://www.myscheme.gov.in/schemes/hmdg,implementation_manual,a0f73208242646ef631eeac9c4d5ab71a655e72ba8fe43b0a9646861d90f5182,1,4
myscheme_iaris,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Indian Agricultural Research Institute - Scholarship,,https://www.myscheme.gov.in/schemes/iaris,faq,7ec23920bdd9ff50249df70498eca3c93e2e91058c6eb56d9d5b4234451d3c7c,1,9
myscheme_icar_ep,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,ICAR Emeritus Professor,,https://www.myscheme.gov.in/schemes/icar-ep,application_procedure,859321d9249e01b13be23c66a0e59d878c644fbc84a2e5228a84d92aa6727d45,1,9
myscheme_icar_es,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,ICAR Emeritus Scientist Scheme,,https://www.myscheme.gov.in/schemes/icar-es,act_rule_notification,6c3984e43a1adddabdb164f96967f68399b6c77a9c5889a9131580037f8dd5c0,1,9
myscheme_icar_jrf_pgs,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,ICAR Junior Research Fellowship For Post-Graduate Studies In Agricultural Sciences,,https://www.myscheme.gov.in/schemes/icar-jrf-pgs,scheme_description,e0c77d4ef2a7c69077d23bfe8281e03b536994397ecf5dc938a178e62da41312,1,8
myscheme_icar_pms_scstc,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,ICAR - Post Matric Scholarship for Scheduled Caste / Scheduled Tribes Candidates,,https://www.myscheme.gov.in/schemes/icar-pms-scstc,funding_guideline,05a7c19c33c76a512b70584a219ddc019ae26744eeab24cd1be63e4e31ac5bd2,1,8
myscheme_icar_srf_pgs,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences,,https://www.myscheme.gov.in/schemes/icar-srf-pgs,operational_guideline,97925511123b90708006bbd39308910514222f7958731793d1816dc4486791d0,1,7
myscheme_icmr_jrf,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,ICMR-Junior Research Fellowship,,https://www.myscheme.gov.in/schemes/icmr-jrf,funding_guideline,7375f1616cee8c7a1e4fe2668a248b4c29165ebff515ae27203f77bbd4b11316,1,11
myscheme_icmr_pdf,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,ICMR- Post Doctoral Fellowship ,,https://www.myscheme.gov.in/schemes/icmr-pdf,eligibility_beneficiary,a6d3dd1ea32d8b2b78d0cd9b7fd1257313fe1e510cc2da791fe2da4c3f9237a0,1,9
myscheme_igndps,"myScheme, Digital India Corporation",Ministry Of Rural Development,Indira Gandhi National Disability Pension Scheme,,https://www.myscheme.gov.in/schemes/igndps,operational_guideline,e2868118e0af628efff22c72cbcdc3ac2494a3abaea2901c28cd55f532a73ea6,1,7
myscheme_ignwps,"myScheme, Digital India Corporation",Ministry Of Rural Development,Indira Gandhi National Widow Pension Scheme,,https://www.myscheme.gov.in/schemes/ignwps,faq,36f1bfbe2807f5448a67f3931773002edbd04c453bf3ab2adad88d88ff45f9b5,1,6
myscheme_ipdop,"myScheme, Digital India Corporation",Ministry Of Finance,Internship Programme Of The Department Of Expenditure,,https://www.myscheme.gov.in/schemes/ipdop,faq,22020bcc1151bd6357d0bdddf7e3676fda5dcd535d4b4c17bbe3469ea7825679,1,5
myscheme_is_dea,"myScheme, Digital India Corporation",Ministry Of Finance,Internship Scheme Of The Department Of Economic Affairs,,https://www.myscheme.gov.in/schemes/is-dea,implementation_manual,97bd30334fde0a8b447df332b7065dbcda4716390fe58a2a94fbf82d49cae690,1,8
myscheme_isac,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Integrated Scheme on Agriculture Cooperation,,https://www.myscheme.gov.in/schemes/isac,implementation_manual,3c777e109b38eb44704e6951be81b2859d44301ddabe3e0eb388ed4c414e83d5,1,7
myscheme_isdmtpp,"myScheme, Digital India Corporation",Ministry Of Tribal Affairs,Institutional Support for Development and Marketing of Tribal Products/Produce ,,https://www.myscheme.gov.in/schemes/isdmtpp,implementation_manual,03cfd9e7bea4bb3855e66bd8451bf20bf2409600ff682726fd3c0656f3747fbb,1,9
myscheme_isepfo,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Internship Scheme Of Employees’ Provident Fund Organisation (EPFO),,https://www.myscheme.gov.in/schemes/isepfo,scheme_description,f24055712fe7e2ee68437e7c82caaa1946f714b7dc9bdc73561891fb3cdacf52,1,8
myscheme_ismole,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Internship Scheme Of The Ministry Of Labour & Employment,,https://www.myscheme.gov.in/schemes/ismole,operational_guideline,b6950785c05252fed5fbf4be14085b75cc48b36feb2e7817e320a9b42031d0cd,1,6
myscheme_itiscbic,"myScheme, Digital India Corporation",Ministry Of Finance,Indirect Tax Internship Scheme In Central Board Of Indirect Taxes And Customs (CBIC),,https://www.myscheme.gov.in/schemes/itiscbic,operational_guideline,3ebe75fa1ad34eb866ec69d04750699aed9848cf9cb923d4f17435fe968bf41d,1,7
myscheme_iu_sss_ner,"myScheme, Digital India Corporation",Ministry of Education,“Ishan Uday” Special Scholarship Scheme For North Eastern Region,,https://www.myscheme.gov.in/schemes/iu-sss-ner,scheme_description,96c2d22d51b174ce95433a478a8c5154127f8140e8caada913b2bf222806590c,1,9
myscheme_ivri_is,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,IVRI Institute Scholarship For M.V.Sc. And Ph.D.,,https://www.myscheme.gov.in/schemes/ivri-is,eligibility_beneficiary,81c9b51d4ac9f7e43108eaab1098fda1636f9f53e01fb5b2699e547f65361b85,1,9
myscheme_jssk,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Janani Shishu Suraksha Karyakram,,https://www.myscheme.gov.in/schemes/jssk,application_procedure,3d49119874ced63712e070fcde542943ab096bc85eb40d1d2510cdb8aa330db1,1,5
myscheme_jsy1,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Janani Suraksha Yojana (JSY),,https://www.myscheme.gov.in/schemes/jsy1,act_rule_notification,b20e0ce2bc2bf1f1fc0cf62d1bf6ea9eee7c5cfae36372c271c383971db45fcb,1,19
myscheme_kcc,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Kisan Credit Card,,https://www.myscheme.gov.in/schemes/kcc,application_procedure,9ac88e156c40f374fd96f8a51c5c806cc2674ec538a29cc25b16146ad3499a96,1,11
myscheme_ksis,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Kera Suraksha Insurance Scheme,,https://www.myscheme.gov.in/schemes/ksis,funding_guideline,d2b7066f0f182e2dba15899d9f2bcbe7eb5c65aa38b9d2169848c128a4838033,1,9
myscheme_kvps,"myScheme, Digital India Corporation",Ministry Of Finance,Kisan Vikas Patra Scheme,,https://www.myscheme.gov.in/schemes/kvps,eligibility_beneficiary,084c8d312d79f0ff42add406715afd4c75dc61eb76f6656c510b6e50b66ea5cd,1,12
myscheme_ky_smsp,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Krishonnati Yojana - Sub Mission On Seed And Planting Material (SMSP),,https://www.myscheme.gov.in/schemes/ky-smsp,application_procedure,9751e6ae0af435e2840c794e53534dd4a263ffc807a29e37a35c7429f91cf617,1,18
myscheme_ltfhrdphr,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Long Term Fellowship under the Human Resource Development Programme for Health Research,,https://www.myscheme.gov.in/schemes/ltfhrdphr,scheme_description,51c9d5678f368ccc51da4c3591d2d444015fa3ed00c39be8e758909584145cd5,1,9
myscheme_lws_h,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Labour Welfare Scheme (Health),,https://www.myscheme.gov.in/schemes/lws-h,faq,0e6dc3052976510cfb432b94a77e226500a2f642717b19cc7d198d51635d5967,1,9
myscheme_manf,"myScheme, Digital India Corporation",Ministry Of Minority Affairs,Maulana Azad National Fellowship For Minority Students,,https://www.myscheme.gov.in/schemes/manf,eligibility_beneficiary,4135820cf4663938bc5cbcb0eebe74351632cb284f3a34131e94beea55368821,1,7
myscheme_mcms_ugsvb_aass,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Merit·cum·Means Scholarships For Under Graduate Studies In Various Branches Of Agriculture And Animal Science Subjects,,https://www.myscheme.gov.in/schemes/mcms-ugsvb-aass,scheme_description,951051abab797c6286ac269364e7d3db6b1f7b4633a0acfff290a80d81e0204a,1,8
myscheme_mfs_nmdfc,"myScheme, Digital India Corporation",Ministry Of Minority Affairs,Micro Finance Scheme of NMDFC,,https://www.myscheme.gov.in/schemes/mfs-nmdfc,funding_guideline,ba4f00960a996800b69dcc2129eba0190bfa18cdd07809147ffb03a9b2ee929e,1,5
myscheme_mgnrega,"myScheme, Digital India Corporation",Ministry Of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Act,,https://www.myscheme.gov.in/schemes/mgnrega,implementation_manual,61963411b81850c65441a4e175fb33e0e2470daccab0ff070c3367929abc251b,1,13
myscheme_midh,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,Mission on Integrated Development of Horticulture- NHM and HMNEH,,https://www.myscheme.gov.in/schemes/midh,operational_guideline,f6381d86cd317d366a2b22316ee61592cc24fa2424d12bc99fac50c798943b3a,1,9
myscheme_mip,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,MANAGE Internship Programme,,https://www.myscheme.gov.in/schemes/mip,act_rule_notification,abe9f2145783533a454c358515c24f73820acacf9940f8fa60cd98c6c7b0b0a0,1,6
myscheme_mssc,"myScheme, Digital India Corporation",Ministry Of Finance,Mahila Samman Savings Certificate,,https://www.myscheme.gov.in/schemes/mssc,funding_guideline,746eaddd4ce05d59d8fc9759404713dcd4051eccd642fa1b86db03af31e14535,1,9
myscheme_nacoip,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,National AIDS Control Organisation (NACO) Internship Programme,,https://www.myscheme.gov.in/schemes/nacoip,operational_guideline,017463958d78ad38002cb2ab90a6aa164f03765b61b041625191c1809d98d64c,1,9
myscheme_nai,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,National Agriculture Insurance Scheme,,https://www.myscheme.gov.in/schemes/nai,faq,b50f142c4e893d6687ffe0154396472a0d5f4a76b49429580597e576869a9aae,1,9
myscheme_naps,"myScheme, Digital India Corporation",Ministry Of Skill Development And Entrepreneurship,National Apprenticeship Promotion Scheme-2,,https://www.myscheme.gov.in/schemes/naps,eligibility_beneficiary,0464d6c2afe9f0a2f8368d0e0b9e2456af65af6f910914d6cfae991c679be1e3,1,10
myscheme_nattfeivtaed,"myScheme, Digital India Corporation",Ministry Of Skill Development And Entrepreneurship,National Award to Teachers (For Excellence in Vocational Training and Entrepreneurship Development),,https://www.myscheme.gov.in/schemes/nattfeivtaed,funding_guideline,23c327401c1cf58c496811cb4d4f603cc3c6271ca48a02f069e0217fe347a572,1,7
myscheme_nbm,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,National Bamboo Mission,,https://www.myscheme.gov.in/schemes/nbm,eligibility_beneficiary,554341edaf6e47a33ae5954837d23c4975f48c5e61d597c3c93408e985cee20b,1,5
myscheme_ncscscst,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,National Career Service Centers For SC/STs (erstwhile Coaching-cum-Guidance Centre for SC/STs),,https://www.myscheme.gov.in/schemes/ncscscst,implementation_manual,2d4fa9d786fdbf95143334ead838ce76ed5642c4b390d93ad3c0cd7abdb0b76f,1,5
myscheme_nfbs,"myScheme, Digital India Corporation",Ministry Of Rural Development,National Family Benefit Scheme,,https://www.myscheme.gov.in/schemes/nfbs,eligibility_beneficiary,7b3642ec1151a263c1e12bf0b2e41211f1b8dd1a3380065c2bd56c907952e461,1,6
myscheme_nfsmcss,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,National Food Security Mission NFSM,,https://www.myscheme.gov.in/schemes/nfsmcss,funding_guideline,ed7ea6c7a4f484f9f7327714c9aee64d2f55f7b812c847f8f8cef8a51ca80748,1,7
myscheme_nikshay,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Nikshay Poshan Yojana,,https://www.myscheme.gov.in/schemes/nikshay,faq,16627b996235080aaaa2ae8258851f8260e0b84c596ead8bd1279947b9ab68be,1,6
myscheme_nmeo_op,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,National Mission on Edible Oils- Oil Palm,,https://www.myscheme.gov.in/schemes/nmeo-op,application_procedure,053efb394a7a7f572a8bbe44f0b3b7cf29e3223296c2397f5afc681ed755ce1c,1,5
myscheme_nmnf,"myScheme, Digital India Corporation",Ministry Of Agriculture and Farmers Welfare,National Mission on Natural Farming,,https://www.myscheme.gov.in/schemes/nmnf,act_rule_notification,e7216657231258e3afaf2f1897574531c3a44bc69fac90b12c811d821ae76924,1,6
myscheme_nps_tsep,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,National Pension Scheme For Traders And Self Employed Persons,,https://www.myscheme.gov.in/schemes/nps-tsep,eligibility_beneficiary,c26433c4825a8edfc36dfa9bc892da89c48c29f4a78bc17cde0b6820c4ddb957,1,10
myscheme_npsvs,"myScheme, Digital India Corporation",Ministry Of Finance,NPS Vatsalya Scheme ,,https://www.myscheme.gov.in/schemes/npsvs,scheme_description,d3421f9b8fee54b02956986feffbf04a7e8bf5ea83e7114ac09d39695247596e,1,15
