display_id,query_id,chunk_id,final_relevance_grade,label_source,adjudication_rationale
v2q-033-candidate-12,v2q-033,pilot-v2-doc-pm-kmy-guidelines-0004-79b3bf95bb65,0,first_pass_unsampled,
v2q-012-candidate-23,v2q-012,pilot-v2-doc-ab-pmjay-0000-94c82a474579,0,first_pass_unsampled,
v2q-014-candidate-01,v2q-014,pilot-v2-doc-pm-gkay-0000-c29b96f46a80,1,owner_adjudication,"PMGKAY intro states food-security purpose, not 35kg/5kg allocations; Grade 1"
v2q-026-candidate-22,v2q-026,pilot-v2-doc-pm-svanidhi-0001-e06d259b429d,0,first_pass_unsampled,
v2q-003-candidate-04,v2q-003,pilot-v2-doc-pmkvy-sp-0002-dc58b95bab9b,0,regrade_agreement,
v2q-027-candidate-21,v2q-027,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-017-candidate-11,v2q-017,pilot-v2-doc-pmkvy-rpl-0001-9ccf0701dcf9,0,first_pass_unsampled,
v2q-009-candidate-09,v2q-009,pilot-v2-doc-pm-kisan-guidelines-0001-5ad8f250b7e2,0,first_pass_unsampled,
v2q-001-candidate-06,v2q-001,pilot-v2-doc-pmay-u-0000-0b5e95b2690a,0,first_pass_unsampled,
v2q-003-candidate-20,v2q-003,pilot-v2-doc-ab-pmjay-0002-58c80bb24a6c,0,first_pass_unsampled,
v2q-028-candidate-01,v2q-028,pilot-v2-doc-pmkvy-sp-0002-dc58b95bab9b,0,owner_adjudication,SP chunk (transport costs) irrelevant to RPL or STT; Grade 0
v2q-023-candidate-24,v2q-023,pilot-v2-doc-pm-gkay-0001-ccd31e120258,0,first_pass_unsampled,
v2q-004-candidate-01,v2q-004,pilot-v2-doc-pmay-g-0001-db2db8af1543,0,first_pass_unsampled,
v2q-019-candidate-11,v2q-019,pilot-v2-doc-pmay-g-0001-db2db8af1543,0,first_pass_unsampled,
v2q-029-candidate-04,v2q-029,pilot-v2-doc-pmay-g-0002-e08c1e347071,0,regrade_agreement,
v2q-026-candidate-21,v2q-026,pilot-v2-doc-pmay-g-0004-f8ee90715c3f,1,first_pass_unsampled,
v2q-034-candidate-04,v2q-034,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-023-candidate-18,v2q-023,pilot-v2-doc-ab-pmjay-0003-1242266bb260,0,regrade_agreement,
v2q-015-candidate-11,v2q-015,pilot-v2-doc-pm-kisan-guidelines-0011-06191a382507,0,first_pass_unsampled,
v2q-024-candidate-19,v2q-024,pilot-v2-doc-mgnrega-0000-7e6d80b47566,0,first_pass_unsampled,
v2q-018-candidate-06,v2q-018,pilot-v2-doc-pmuy2-0000-95fa2d4e3b3f,0,first_pass_unsampled,
v2q-026-candidate-19,v2q-026,pilot-v2-doc-pm-kisan-guidelines-0005-7d487843ff7f,0,first_pass_unsampled,
v2q-034-candidate-02,v2q-034,pilot-v2-doc-pmay-g-0002-e08c1e347071,1,first_pass_unsampled,
v2q-013-candidate-10,v2q-013,pilot-v2-doc-pmuy2-0002-61d762b2cd43,2,first_pass_unsampled,
v2q-021-candidate-07,v2q-021,pilot-v2-doc-pmfby-0005-981661f0b09d,1,first_pass_unsampled,
v2q-031-candidate-09,v2q-031,pilot-v2-doc-pmegp-0003-43256e8e6645,0,regrade_agreement,
v2q-022-candidate-09,v2q-022,pilot-v2-doc-pmegp-0003-43256e8e6645,0,first_pass_unsampled,
v2q-019-candidate-05,v2q-019,pilot-v2-doc-pmfby-0001-4270154049cc,0,regrade_agreement,
v2q-012-candidate-26,v2q-012,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-014-candidate-18,v2q-014,pilot-v2-doc-ab-pmjay-0000-94c82a474579,0,first_pass_unsampled,
v2q-006-candidate-27,v2q-006,pilot-v2-doc-pm-gkay-0002-9e804cd883e8,0,first_pass_unsampled,
v2q-008-candidate-01,v2q-008,pilot-v2-doc-pm-kisan-guidelines-0010-3f4cd01daefd,0,first_pass_unsampled,
v2q-008-candidate-04,v2q-008,pilot-v2-doc-pmsby-0000-0f297846df39,2,regrade_agreement,
v2q-030-candidate-03,v2q-030,pilot-v2-doc-pm-kmy-guidelines-0004-79b3bf95bb65,0,regrade_agreement,
v2q-027-candidate-04,v2q-027,pilot-v2-doc-pm-svanidhi-0000-f6024bb09ca5,2,first_pass_unsampled,
v2q-003-candidate-01,v2q-003,pilot-v2-doc-pmjdy-0001-95c3d046d79a,2,first_pass_unsampled,
v2q-008-candidate-05,v2q-008,pilot-v2-doc-pmsby-0001-8851a01ce006,1,regrade_agreement,
v2q-011-candidate-03,v2q-011,pilot-v2-doc-pmmy-0000-70a89ee32765,0,regrade_agreement,
v2q-026-candidate-09,v2q-026,pilot-v2-doc-pmay-g-0001-db2db8af1543,2,first_pass_unsampled,
v2q-023-candidate-21,v2q-023,pilot-v2-doc-pmuy-0001-5fd4d0cd2135,0,first_pass_unsampled,
v2q-011-candidate-06,v2q-011,pilot-v2-doc-pm-janman-0001-0deee4377b38,2,first_pass_unsampled,
v2q-010-candidate-09,v2q-010,pilot-v2-doc-pm-kmy-guidelines-0004-79b3bf95bb65,0,first_pass_unsampled,
v2q-015-candidate-16,v2q-015,pilot-v2-doc-pmkvy-sp-0000-0fc5cf1d7fb0,0,first_pass_unsampled,
v2q-023-candidate-02,v2q-023,pilot-v2-doc-pm-kmy-guidelines-0003-30d7d7a0db81,0,first_pass_unsampled,
v2q-008-candidate-10,v2q-008,pilot-v2-doc-pmkvy-rpl-0003-9425f5b8529a,0,first_pass_unsampled,
v2q-026-candidate-01,v2q-026,pilot-v2-doc-pmegp-0000-7b958e1ec4b0,0,first_pass_unsampled,
v2q-013-candidate-08,v2q-013,pilot-v2-doc-pmuy2-0000-95fa2d4e3b3f,2,first_pass_unsampled,
v2q-010-candidate-08,v2q-010,pilot-v2-doc-pmfby-0003-5aa41e0f864d,0,first_pass_unsampled,
v2q-001-candidate-18,v2q-001,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,regrade_agreement,
v2q-031-candidate-19,v2q-031,pilot-v2-doc-apy-0002-66a5cc4017fb,0,first_pass_unsampled,
v2q-003-candidate-11,v2q-003,pilot-v2-doc-pm-kmy-guidelines-0017-43ef720eda68,0,first_pass_unsampled,
v2q-027-candidate-19,v2q-027,pilot-v2-doc-pm-gkay-0000-c29b96f46a80,0,first_pass_unsampled,
v2q-013-candidate-14,v2q-013,pilot-v2-doc-pmay-g-0001-db2db8af1543,1,first_pass_unsampled,
v2q-009-candidate-14,v2q-009,pilot-v2-doc-pm-gkay-0000-c29b96f46a80,0,first_pass_unsampled,
v2q-025-candidate-05,v2q-025,pilot-v2-doc-pmjdy-0001-95c3d046d79a,2,regrade_agreement,
v2q-014-candidate-12,v2q-014,pilot-v2-doc-pm-gkay-0002-9e804cd883e8,1,first_pass_unsampled,
v2q-006-candidate-15,v2q-006,pilot-v2-doc-ab-pmjay-0004-2e5074722cd7,1,first_pass_unsampled,
v2q-031-candidate-17,v2q-031,pilot-v2-doc-pm-kmy-guidelines-0002-ae644e1f8c00,0,first_pass_unsampled,
v2q-008-candidate-26,v2q-008,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-008-candidate-16,v2q-008,pilot-v2-doc-pm-gkay-0000-c29b96f46a80,0,first_pass_unsampled,
v2q-032-candidate-14,v2q-032,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-019-candidate-03,v2q-019,pilot-v2-doc-pmegp-0003-43256e8e6645,0,first_pass_unsampled,
v2q-017-candidate-09,v2q-017,pilot-v2-doc-pmkvy-sp-0002-dc58b95bab9b,0,first_pass_unsampled,
v2q-009-candidate-17,v2q-009,pilot-v2-doc-pmjdy-0000-8b241ec39723,0,first_pass_unsampled,
v2q-009-candidate-07,v2q-009,pilot-v2-doc-pm-kmy-guidelines-0006-2652020c834e,0,first_pass_unsampled,
v2q-014-candidate-21,v2q-014,pilot-v2-doc-mgnrega-0002-bbbce5f319d4,0,first_pass_unsampled,
v2q-025-candidate-14,v2q-025,pilot-v2-doc-apy-0000-c43dd88d7899,0,first_pass_unsampled,
v2q-031-candidate-20,v2q-031,pilot-v2-doc-pmsby-0001-8851a01ce006,1,first_pass_unsampled,
v2q-018-candidate-10,v2q-018,pilot-v2-doc-pmay-u-0001-b64fadc4bf6b,2,first_pass_unsampled,
v2q-007-candidate-19,v2q-007,pilot-v2-doc-pm-kmy-guidelines-0020-27037b9fe8a1,0,first_pass_unsampled,
v2q-014-candidate-15,v2q-014,pilot-v2-doc-pmay-g-0004-f8ee90715c3f,0,first_pass_unsampled,
v2q-015-candidate-12,v2q-015,pilot-v2-doc-pm-kisan-guidelines-0005-7d487843ff7f,0,first_pass_unsampled,
v2q-004-candidate-16,v2q-004,pilot-v2-doc-pm-kmy-guidelines-0022-e87f63954812,0,regrade_agreement,
v2q-013-candidate-15,v2q-013,pilot-v2-doc-ab-pmjay-0001-a632a7205efc,0,first_pass_unsampled,
v2q-002-candidate-23,v2q-002,pilot-v2-doc-apy-0003-68e7199c9d14,0,first_pass_unsampled,
v2q-007-candidate-09,v2q-007,pilot-v2-doc-pm-kmy-guidelines-0002-ae644e1f8c00,0,first_pass_unsampled,
v2q-023-candidate-07,v2q-023,pilot-v2-doc-pm-svanidhi-0000-f6024bb09ca5,0,regrade_agreement,
v2q-016-candidate-03,v2q-016,pilot-v2-doc-pmkvy-sp-0004-57e566374b9c,0,first_pass_unsampled,
v2q-023-candidate-19,v2q-023,pilot-v2-doc-pmay-g-0002-e08c1e347071,0,first_pass_unsampled,
v2q-022-candidate-18,v2q-022,pilot-v2-doc-pm-gkay-0000-c29b96f46a80,0,first_pass_unsampled,
v2q-003-candidate-24,v2q-003,pilot-v2-doc-ab-pmjay-0000-94c82a474579,0,first_pass_unsampled,
v2q-003-candidate-03,v2q-003,pilot-v2-doc-pm-svanidhi-0001-e06d259b429d,0,first_pass_unsampled,
v2q-021-candidate-02,v2q-021,pilot-v2-doc-mgnrega-0000-7e6d80b47566,0,first_pass_unsampled,
v2q-020-candidate-18,v2q-020,pilot-v2-doc-pm-kisan-guidelines-0007-38a7fcb29c5d,0,first_pass_unsampled,
v2q-027-candidate-07,v2q-027,pilot-v2-doc-pmay-g-0000-d4162175877d,0,first_pass_unsampled,
v2q-021-candidate-09,v2q-021,pilot-v2-doc-pmjdy-0000-8b241ec39723,0,regrade_agreement,
v2q-003-candidate-15,v2q-003,pilot-v2-doc-apy-0000-c43dd88d7899,0,first_pass_unsampled,
v2q-031-candidate-08,v2q-031,pilot-v2-doc-pm-kmy-guidelines-0004-79b3bf95bb65,0,first_pass_unsampled,
v2q-026-candidate-12,v2q-026,pilot-v2-doc-pm-janman-0002-d0844e3327b6,0,first_pass_unsampled,
v2q-005-candidate-04,v2q-005,pilot-v2-doc-mgnrega-0001-5203a455caa6,2,first_pass_unsampled,
v2q-030-candidate-23,v2q-030,pilot-v2-doc-mgnrega-0000-7e6d80b47566,0,first_pass_unsampled,
v2q-002-candidate-18,v2q-002,pilot-v2-doc-ab-pmjay-0003-1242266bb260,0,regrade_agreement,
v2q-004-candidate-22,v2q-004,pilot-v2-doc-apy-0003-68e7199c9d14,0,first_pass_unsampled,
v2q-005-candidate-19,v2q-005,pilot-v2-doc-pm-kisan-guidelines-0005-7d487843ff7f,0,first_pass_unsampled,
v2q-034-candidate-05,v2q-034,pilot-v2-doc-pm-poshan-0001-f1d73701c602,0,first_pass_unsampled,
v2q-009-candidate-04,v2q-009,pilot-v2-doc-apy-0001-add48d27a4a2,2,first_pass_unsampled,
v2q-008-candidate-13,v2q-008,pilot-v2-doc-pmfby-0000-d9ad07736d66,0,first_pass_unsampled,
v2q-034-candidate-12,v2q-034,pilot-v2-doc-pmuy2-0000-95fa2d4e3b3f,2,first_pass_unsampled,
v2q-017-candidate-06,v2q-017,pilot-v2-doc-pmkvy-stt-0002-9b8eeae9f924,1,owner_adjudication,"STT certificate grading levels are mechanics, not purpose for dropouts; Grade 1"
v2q-024-candidate-16,v2q-024,pilot-v2-doc-pmkvy-stt-0000-546ef459ea0e,0,regrade_agreement,
v2q-005-candidate-21,v2q-005,pilot-v2-doc-pmuy-0001-5fd4d0cd2135,0,first_pass_unsampled,
v2q-019-candidate-17,v2q-019,pilot-v2-doc-pm-gkay-0002-9e804cd883e8,0,regrade_agreement,
v2q-007-candidate-26,v2q-007,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-032-candidate-09,v2q-032,pilot-v2-doc-pmfby-0001-4270154049cc,2,first_pass_unsampled,
v2q-005-candidate-15,v2q-005,pilot-v2-doc-pm-kmy-guidelines-0001-5d83566dbb68,0,first_pass_unsampled,
v2q-014-candidate-08,v2q-014,pilot-v2-doc-pm-kisan-guidelines-0000-bbe94f08550e,0,first_pass_unsampled,
v2q-030-candidate-09,v2q-030,pilot-v2-doc-pm-kmy-guidelines-0017-43ef720eda68,0,first_pass_unsampled,
v2q-006-candidate-17,v2q-006,pilot-v2-doc-mgnrega-0002-bbbce5f319d4,0,first_pass_unsampled,
v2q-028-candidate-06,v2q-028,pilot-v2-doc-pmkvy-rpl-0003-9425f5b8529a,1,first_pass_unsampled,
v2q-030-candidate-20,v2q-030,pilot-v2-doc-pmmy-0000-70a89ee32765,0,first_pass_unsampled,
v2q-006-candidate-24,v2q-006,pilot-v2-doc-mgnrega-0000-7e6d80b47566,0,first_pass_unsampled,
v2q-007-candidate-03,v2q-007,pilot-v2-doc-pmsby-0000-0f297846df39,1,first_pass_unsampled,
v2q-014-candidate-16,v2q-014,pilot-v2-doc-pm-kmy-guidelines-0000-0582a8323d67,0,regrade_agreement,
v2q-001-candidate-09,v2q-001,pilot-v2-doc-pmay-g-0005-c6e2fcfefcd0,1,first_pass_unsampled,
v2q-004-candidate-06,v2q-004,pilot-v2-doc-mgnrega-0002-bbbce5f319d4,0,first_pass_unsampled,
v2q-019-candidate-12,v2q-019,pilot-v2-doc-pm-svanidhi-0000-f6024bb09ca5,0,first_pass_unsampled,
v2q-009-candidate-15,v2q-009,pilot-v2-doc-pm-kmy-guidelines-0020-27037b9fe8a1,0,first_pass_unsampled,
v2q-022-candidate-10,v2q-022,pilot-v2-doc-pmegp-0000-7b958e1ec4b0,0,first_pass_unsampled,
v2q-018-candidate-16,v2q-018,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-034-candidate-17,v2q-034,pilot-v2-doc-pmay-g-0000-d4162175877d,2,first_pass_unsampled,
v2q-007-candidate-23,v2q-007,pilot-v2-doc-apy-0003-68e7199c9d14,0,regrade_agreement,
v2q-019-candidate-07,v2q-019,pilot-v2-doc-pmuy2-0002-61d762b2cd43,1,first_pass_unsampled,
v2q-001-candidate-02,v2q-001,pilot-v2-doc-pmay-u-0001-b64fadc4bf6b,0,first_pass_unsampled,
v2q-021-candidate-19,v2q-021,pilot-v2-doc-pm-kmy-guidelines-0001-5d83566dbb68,0,first_pass_unsampled,
v2q-027-candidate-18,v2q-027,pilot-v2-doc-pmay-u-0001-b64fadc4bf6b,2,first_pass_unsampled,
v2q-030-candidate-02,v2q-030,pilot-v2-doc-pmsby-0000-0f297846df39,0,first_pass_unsampled,
v2q-010-candidate-13,v2q-010,pilot-v2-doc-pm-gkay-0000-c29b96f46a80,0,first_pass_unsampled,
v2q-013-candidate-18,v2q-013,pilot-v2-doc-apy-0001-add48d27a4a2,0,first_pass_unsampled,
v2q-010-candidate-14,v2q-010,pilot-v2-doc-ab-pmjay-0000-94c82a474579,0,first_pass_unsampled,
v2q-002-candidate-04,v2q-002,pilot-v2-doc-pmegp-0002-f67d4c730011,0,regrade_agreement,
v2q-003-candidate-17,v2q-003,pilot-v2-doc-pm-kmy-guidelines-0020-27037b9fe8a1,0,first_pass_unsampled,
v2q-010-candidate-21,v2q-010,pilot-v2-doc-ab-pmjay-0001-a632a7205efc,0,first_pass_unsampled,
v2q-009-candidate-20,v2q-009,pilot-v2-doc-ab-pmjay-0002-58c80bb24a6c,0,first_pass_unsampled,
v2q-014-candidate-09,v2q-014,pilot-v2-doc-pm-poshan-0000-7be831685336,0,first_pass_unsampled,
v2q-029-candidate-08,v2q-029,pilot-v2-doc-ab-pmjay-0000-94c82a474579,0,first_pass_unsampled,
v2q-020-candidate-02,v2q-020,pilot-v2-doc-pm-janman-0002-d0844e3327b6,0,first_pass_unsampled,
v2q-033-candidate-07,v2q-033,pilot-v2-doc-pmegp-0001-f900b4f4f97a,1,first_pass_unsampled,
v2q-001-candidate-12,v2q-001,pilot-v2-doc-apy-0000-c43dd88d7899,0,first_pass_unsampled,
v2q-004-candidate-21,v2q-004,pilot-v2-doc-pmmy-0002-526833661bcb,1,first_pass_unsampled,
v2q-029-candidate-07,v2q-029,pilot-v2-doc-pmuy2-0002-61d762b2cd43,1,first_pass_unsampled,
v2q-015-candidate-15,v2q-015,pilot-v2-doc-pmmy-0000-70a89ee32765,0,first_pass_unsampled,
v2q-006-candidate-07,v2q-006,pilot-v2-doc-pmegp-0003-43256e8e6645,0,first_pass_unsampled,
v2q-006-candidate-21,v2q-006,pilot-v2-doc-pmuy-0001-5fd4d0cd2135,0,first_pass_unsampled,
v2q-029-candidate-01,v2q-029,pilot-v2-doc-pmuy2-0000-95fa2d4e3b3f,2,first_pass_unsampled,
v2q-024-candidate-09,v2q-024,pilot-v2-doc-pm-janman-0000-69ac65d10edc,0,first_pass_unsampled,
v2q-029-candidate-05,v2q-029,pilot-v2-doc-pm-janman-0000-69ac65d10edc,0,regrade_agreement,
v2q-018-candidate-05,v2q-018,pilot-v2-doc-ab-pmjay-0001-a632a7205efc,0,first_pass_unsampled,
v2q-011-candidate-13,v2q-011,pilot-v2-doc-ab-pmjay-0003-1242266bb260,0,first_pass_unsampled,
v2q-010-candidate-16,v2q-010,pilot-v2-doc-pm-kisan-guidelines-0000-bbe94f08550e,0,first_pass_unsampled,
v2q-016-candidate-15,v2q-016,pilot-v2-doc-ab-pmjay-0002-58c80bb24a6c,0,first_pass_unsampled,
v2q-017-candidate-10,v2q-017,pilot-v2-doc-pmkvy-sp-0004-57e566374b9c,0,first_pass_unsampled,
v2q-008-candidate-02,v2q-008,pilot-v2-doc-pmkvy-stt-0001-ea2787dec4e8,0,first_pass_unsampled,
v2q-027-candidate-06,v2q-027,pilot-v2-doc-pm-svanidhi-0001-e06d259b429d,2,first_pass_unsampled,
v2q-015-candidate-07,v2q-015,pilot-v2-doc-apy-0000-c43dd88d7899,0,first_pass_unsampled,
v2q-006-candidate-06,v2q-006,pilot-v2-doc-pmjjby-0000-47f7bb620cd4,0,first_pass_unsampled,
v2q-031-candidate-15,v2q-031,pilot-v2-doc-pmjdy-0001-95c3d046d79a,2,first_pass_unsampled,
v2q-014-candidate-20,v2q-014,pilot-v2-doc-apy-0002-66a5cc4017fb,0,regrade_agreement,
v2q-009-candidate-16,v2q-009,pilot-v2-doc-pm-kmy-guidelines-0021-7ce201d9d183,0,first_pass_unsampled,
v2q-001-candidate-10,v2q-001,pilot-v2-doc-pm-poshan-0000-7be831685336,0,first_pass_unsampled,
v2q-020-candidate-10,v2q-020,pilot-v2-doc-mgnrega-0000-7e6d80b47566,0,first_pass_unsampled,
v2q-025-candidate-09,v2q-025,pilot-v2-doc-pmmy-0002-526833661bcb,1,regrade_agreement,
v2q-026-candidate-20,v2q-026,pilot-v2-doc-pm-kisan-guidelines-0012-a77da98de388,0,first_pass_unsampled,
v2q-005-candidate-13,v2q-005,pilot-v2-doc-pm-svanidhi-0001-e06d259b429d,0,first_pass_unsampled,
v2q-016-candidate-04,v2q-016,pilot-v2-doc-pmkvy-sp-0003-738795a9ef96,0,first_pass_unsampled,
v2q-034-candidate-01,v2q-034,pilot-v2-doc-pmay-u-0001-b64fadc4bf6b,0,regrade_agreement,
v2q-030-candidate-21,v2q-030,pilot-v2-doc-ab-pmjay-0003-1242266bb260,0,first_pass_unsampled,
v2q-009-candidate-11,v2q-009,pilot-v2-doc-pm-kmy-guidelines-0005-1b88dfec836a,0,regrade_agreement,
v2q-002-candidate-10,v2q-002,pilot-v2-doc-pmfby-0001-4270154049cc,1,first_pass_unsampled,
v2q-031-candidate-06,v2q-031,pilot-v2-doc-pm-kmy-guidelines-0001-5d83566dbb68,0,first_pass_unsampled,
v2q-017-candidate-03,v2q-017,pilot-v2-doc-ab-pmjay-0002-58c80bb24a6c,0,first_pass_unsampled,
v2q-009-candidate-23,v2q-009,pilot-v2-doc-ab-pmjay-0001-a632a7205efc,0,first_pass_unsampled,
v2q-007-candidate-01,v2q-007,pilot-v2-doc-pmfby-0001-4270154049cc,0,first_pass_unsampled,
v2q-027-candidate-16,v2q-027,pilot-v2-doc-pm-kmy-guidelines-0000-0582a8323d67,0,first_pass_unsampled,
v2q-012-candidate-04,v2q-012,pilot-v2-doc-ab-pmjay-0003-1242266bb260,0,first_pass_unsampled,
v2q-020-candidate-16,v2q-020,pilot-v2-doc-ab-pmjay-0001-a632a7205efc,0,first_pass_unsampled,
v2q-003-candidate-16,v2q-003,pilot-v2-doc-pm-gkay-0000-c29b96f46a80,0,first_pass_unsampled,
v2q-006-candidate-26,v2q-006,pilot-v2-doc-pm-gkay-0001-ccd31e120258,0,first_pass_unsampled,
v2q-031-candidate-04,v2q-031,pilot-v2-doc-pmay-u-0000-0b5e95b2690a,0,first_pass_unsampled,
v2q-015-candidate-05,v2q-015,pilot-v2-doc-pmfby-0000-d9ad07736d66,0,first_pass_unsampled,
v2q-012-candidate-13,v2q-012,pilot-v2-doc-pm-janman-0002-d0844e3327b6,0,first_pass_unsampled,
v2q-021-candidate-17,v2q-021,pilot-v2-doc-pm-kisan-guidelines-0000-bbe94f08550e,0,first_pass_unsampled,
v2q-003-candidate-02,v2q-003,pilot-v2-doc-pmjdy-0002-8b8c40538d6e,1,regrade_agreement,
v2q-020-candidate-24,v2q-020,pilot-v2-doc-apy-0001-add48d27a4a2,0,first_pass_unsampled,
v2q-006-candidate-02,v2q-006,pilot-v2-doc-ab-pmjay-0000-94c82a474579,2,first_pass_unsampled,
v2q-022-candidate-14,v2q-022,pilot-v2-doc-pmsby-0000-0f297846df39,0,first_pass_unsampled,
v2q-002-candidate-09,v2q-002,pilot-v2-doc-pmkvy-stt-0001-ea2787dec4e8,0,regrade_agreement,
v2q-014-candidate-23,v2q-014,pilot-v2-doc-apy-0001-add48d27a4a2,0,first_pass_unsampled,
v2q-013-candidate-05,v2q-013,pilot-v2-doc-pmay-g-0005-c6e2fcfefcd0,0,first_pass_unsampled,
v2q-009-candidate-05,v2q-009,pilot-v2-doc-pmsby-0000-0f297846df39,0,first_pass_unsampled,
v2q-012-candidate-24,v2q-012,pilot-v2-doc-ab-pmjay-0002-58c80bb24a6c,0,regrade_agreement,
v2q-007-candidate-05,v2q-007,pilot-v2-doc-ab-pmjay-0000-94c82a474579,0,first_pass_unsampled,
v2q-018-candidate-03,v2q-018,pilot-v2-doc-pm-janman-0001-0deee4377b38,0,first_pass_unsampled,
v2q-023-candidate-16,v2q-023,pilot-v2-doc-pmay-g-0006-d323213e3255,0,first_pass_unsampled,
v2q-015-candidate-02,v2q-015,pilot-v2-doc-pm-kmy-guidelines-0004-79b3bf95bb65,0,first_pass_unsampled,
v2q-023-candidate-20,v2q-023,pilot-v2-doc-pmay-g-0003-2769023a3f73,0,regrade_agreement,
v2q-033-candidate-01,v2q-033,pilot-v2-doc-pmegp-0000-7b958e1ec4b0,2,first_pass_unsampled,
v2q-006-candidate-14,v2q-006,pilot-v2-doc-pmsby-0000-0f297846df39,0,first_pass_unsampled,
v2q-020-candidate-01,v2q-020,pilot-v2-doc-pm-kmy-guidelines-0021-7ce201d9d183,0,regrade_agreement,
v2q-021-candidate-04,v2q-021,pilot-v2-doc-pmfby-0000-d9ad07736d66,2,first_pass_unsampled,
v2q-001-candidate-04,v2q-001,pilot-v2-doc-pmay-g-0002-e08c1e347071,1,first_pass_unsampled,
v2q-033-candidate-10,v2q-033,pilot-v2-doc-pmegp-0004-80f46cce6893,1,first_pass_unsampled,
v2q-029-candidate-17,v2q-029,pilot-v2-doc-mgnrega-0001-5203a455caa6,0,first_pass_unsampled,
v2q-009-candidate-02,v2q-009,pilot-v2-doc-pm-kmy-guidelines-0000-0582a8323d67,0,first_pass_unsampled,
v2q-011-candidate-16,v2q-011,pilot-v2-doc-ab-pmjay-0000-94c82a474579,0,first_pass_unsampled,
v2q-017-candidate-07,v2q-017,pilot-v2-doc-pmkvy-sp-0001-43aac7629fa6,0,first_pass_unsampled,
v2q-032-candidate-04,v2q-032,pilot-v2-doc-pm-kisan-guidelines-0009-4b2b66f9fbc9,1,regrade_agreement,
v2q-001-candidate-13,v2q-001,pilot-v2-doc-pm-janman-0001-0deee4377b38,0,first_pass_unsampled,
v2q-019-candidate-10,v2q-019,pilot-v2-doc-pmuy-0000-ad06c0c09d46,1,first_pass_unsampled,
v2q-028-candidate-07,v2q-028,pilot-v2-doc-pmkvy-stt-0003-3729a1c2e22c,1,first_pass_unsampled,
v2q-005-candidate-22,v2q-005,pilot-v2-doc-pm-gkay-0001-ccd31e120258,0,regrade_agreement,
v2q-007-candidate-24,v2q-007,pilot-v2-doc-apy-0002-66a5cc4017fb,0,first_pass_unsampled,
v2q-002-candidate-22,v2q-002,pilot-v2-doc-apy-0001-add48d27a4a2,0,first_pass_unsampled,
